ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.0918,2.1835,8.7436,-31.98,-7.92,-3.24,102.5,-11.87,-1.16,55338,2018-07-07 14:54:36:815
1.0918,2.1835,8.7436,-31.98,-7.92,-3.24,102.5,-11.87,-1.16,55362,2018-07-07 14:54:36:839
1.0918,2.1835,8.7436,-30.96,-6.78,-3.3,99.63,-13.92,-7.12,55388,2018-07-07 14:54:36:865
1.0918,2.1835,8.7436,-30.96,-6.78,-3.3,99.63,-13.92,-7.12,55410,2018-07-07 14:54:36:887
1.1205,2.9401,8.6287,-30.96,-6.78,-3.3,99.63,-13.92,-7.12,55434,2018-07-07 14:54:36:911
1.1205,2.9401,8.6287,-30.96,-6.78,-3.3,99.63,-13.92,-7.12,55458,2018-07-07 14:54:36:935
1.1205,2.9401,8.6287,-30.96,-6.78,-3.3,99.63,-13.92,-7.12,55481,2018-07-07 14:54:36:958
1.1205,2.9401,8.6287,-30.96,-6.78,-3.3,99.63,-13.92,-7.12,55505,2018-07-07 14:54:36:982
1.1205,2.9401,8.6287,-30.96,-6.78,-3.3,99.63,-13.92,-7.12,55533,2018-07-07 14:54:37:010
1.5514,3.6488,10.094,-30.96,-6.78,-3.3,99.63,-13.92,-7.12,55553,2018-07-07 14:54:37:030
1.5514,3.6488,10.094,-30.18,-4.5,-3.6,91.78,-19.66,-8.74,55577,2018-07-07 14:54:37:054
1.5514,3.6488,10.094,-30.18,-4.5,-3.6,91.78,-19.66,-8.74,55601,2018-07-07 14:54:37:078
1.5514,3.6488,10.094,-30.18,-4.5,-3.6,91.78,-19.66,-8.74,55625,2018-07-07 14:54:37:102
1.5514,3.6488,10.094,-30.18,-4.5,-3.6,91.78,-19.66,-8.74,55649,2018-07-07 14:54:37:126
0.8619,3.802,10.5153,-30.18,-4.5,-3.6,91.78,-19.66,-8.74,55673,2018-07-07 14:54:37:150
0.8619,3.802,10.5153,-30.18,-4.5,-3.6,91.78,-19.66,-8.74,55697,2018-07-07 14:54:37:174
0.8619,3.802,10.5153,-30.18,-4.5,-3.6,91.78,-19.66,-8.74,55721,2018-07-07 14:54:37:198
0.8619,3.802,10.5153,-30.18,-4.5,-3.6,91.78,-19.66,-8.74,55745,2018-07-07 14:54:37:222
0.8619,3.802,10.5153,-29.46,-2.28,-3.66,89.45,-19.82,-4.69,55770,2018-07-07 14:54:37:247
-0.1053,2.2314,8.9447,-29.46,-2.28,-3.66,89.45,-19.82,-4.69,55793,2018-07-07 14:54:37:270
-0.1053,2.2314,8.9447,-29.46,-2.28,-3.66,89.45,-19.82,-4.69,55817,2018-07-07 14:54:37:294
-0.1053,2.2314,8.9447,-29.46,-2.28,-3.66,89.45,-19.82,-4.69,55841,2018-07-07 14:54:37:318
-0.1053,2.2314,8.9447,-29.46,-2.28,-3.66,89.45,-19.82,-4.69,55866,2018-07-07 14:54:37:343
1.8579,2.308,9.4332,-29.46,-2.28,-3.66,89.45,-19.82,-4.69,55890,2018-07-07 14:54:37:367
1.8579,2.308,9.4332,-29.46,-2.28,-3.66,89.45,-19.82,-4.69,55913,2018-07-07 14:54:37:390
1.8579,2.308,9.4332,-29.46,-2.28,-3.66,89.45,-19.82,-4.69,55937,2018-07-07 14:54:37:414
1.8579,2.308,9.4332,-29.46,-2.28,-3.66,89.45,-19.82,-4.69,55961,2018-07-07 14:54:37:438
0.4214,2.6624,8.2073,-29.88,-1.14,-4.2,87.41,-13.5,-11.14,55985,2018-07-07 14:54:37:462
0.4214,2.6624,8.2073,-29.88,-1.14,-4.2,87.41,-13.5,-11.14,56009,2018-07-07 14:54:37:486
0.4214,2.6624,8.2073,-29.88,-1.14,-4.2,87.41,-13.5,-11.14,56034,2018-07-07 14:54:37:511
0.4214,2.6624,8.2073,-29.88,-1.14,-4.2,87.41,-13.5,-11.14,56057,2018-07-07 14:54:37:534
0.4214,2.6624,8.2073,-29.88,-1.14,-4.2,87.41,-13.5,-11.14,56081,2018-07-07 14:54:37:558
0.6416,3.304,9.6726,-29.88,-1.14,-4.2,87.41,-13.5,-11.14,56106,2018-07-07 14:54:37:583
0.6416,3.304,9.6726,-29.88,-1.14,-4.2,87.41,-13.5,-11.14,56130,2018-07-07 14:54:37:607
0.6416,3.304,9.6726,-29.88,-1.14,-4.2,87.41,-13.5,-11.14,56154,2018-07-07 14:54:37:631
0.6416,3.304,9.6726,-30.42,-0.3,-4.98,85.65,-18.82,-3.8,56178,2018-07-07 14:54:37:655
0.6416,3.304,9.6726,-30.42,-0.3,-4.98,85.65,-18.82,-3.8,56202,2018-07-07 14:54:37:679
0.4884,2.9975,9.0501,-30.42,-0.3,-4.98,85.65,-18.82,-3.8,56225,2018-07-07 14:54:37:702
0.4884,2.9975,9.0501,-30.42,-0.3,-4.98,85.65,-18.82,-3.8,56250,2018-07-07 14:54:37:727
0.4884,2.9975,9.0501,-30.42,-0.3,-4.98,85.65,-18.82,-3.8,56273,2018-07-07 14:54:37:750
0.4884,2.9975,9.0501,-30.42,-0.3,-4.98,85.65,-18.82,-3.8,56297,2018-07-07 14:54:37:774
0.4884,2.9975,9.0501,-30.42,-0.3,-4.98,85.65,-18.82,-3.8,56321,2018-07-07 14:54:37:798
0.9673,2.6145,9.8545,-30.42,-0.3,-4.98,85.65,-18.82,-3.8,56345,2018-07-07 14:54:37:822
0.9673,2.6145,9.8545,-30.42,0.6,-6.18,83.68,-14.79,-5.61,56369,2018-07-07 14:54:37:846
0.9673,2.6145,9.8545,-30.42,0.6,-6.18,83.68,-14.79,-5.61,56393,2018-07-07 14:54:37:870
0.9673,2.6145,9.8545,-30.42,0.6,-6.18,83.68,-14.79,-5.61,56417,2018-07-07 14:54:37:894
1.3408,1.8004,12.8904,-30.42,0.6,-6.18,83.68,-14.79,-5.61,56442,2018-07-07 14:54:37:919
1.3408,1.8004,12.8904,-30.42,0.6,-6.18,83.68,-14.79,-5.61,56466,2018-07-07 14:54:37:943
1.3408,1.8004,12.8904,-30.42,0.6,-6.18,83.68,-14.79,-5.61,56489,2018-07-07 14:54:37:966
1.3408,1.8004,12.8904,-30.42,0.6,-6.18,83.68,-14.79,-5.61,56513,2018-07-07 14:54:37:990
1.3408,1.8004,12.8904,-30.42,0.6,-6.18,83.68,-14.79,-5.61,56537,2018-07-07 14:54:38:014
1.1396,1.1971,7.9966,-30.42,0.6,-6.18,83.68,-14.79,-5.61,56561,2018-07-07 14:54:38:038
1.1396,1.1971,7.9966,-28.62,3.42,-7.86,80.27,-8.43,-8.11,56586,2018-07-07 14:54:38:063
1.1396,1.1971,7.9966,-28.62,3.42,-7.86,80.27,-8.43,-8.11,56610,2018-07-07 14:54:38:087
1.1396,1.1971,7.9966,-28.62,3.42,-7.86,80.27,-8.43,-8.11,56633,2018-07-07 14:54:38:110
1.1396,1.1971,7.9966,-28.62,3.42,-7.86,80.27,-8.43,-8.11,56657,2018-07-07 14:54:38:134
-0.0287,1.8579,9.2033,-28.62,3.42,-7.86,80.27,-8.43,-8.11,56681,2018-07-07 14:54:38:158
-0.0287,1.8579,9.2033,-28.62,3.42,-7.86,80.27,-8.43,-8.11,56705,2018-07-07 14:54:38:182
-0.0287,1.8579,9.2033,-28.62,3.42,-7.86,80.27,-8.43,-8.11,56729,2018-07-07 14:54:38:206
-0.0287,1.8579,9.2033,-28.62,3.42,-7.86,80.27,-8.43,-8.11,56753,2018-07-07 14:54:38:230
-0.0287,1.8579,9.2033,-24.72,8.04,-9.78,68.61,-11.41,0.18,56778,2018-07-07 14:54:38:255
-0.316,1.3408,10.9942,-24.72,8.04,-9.78,68.61,-11.41,0.18,56801,2018-07-07 14:54:38:278
-0.316,1.3408,10.9942,-24.72,8.04,-9.78,68.61,-11.41,0.18,56826,2018-07-07 14:54:38:303
-0.316,1.3408,10.9942,-24.72,8.04,-9.78,68.61,-11.41,0.18,56849,2018-07-07 14:54:38:326
-0.316,1.3408,10.9942,-24.72,8.04,-9.78,68.61,-11.41,0.18,56873,2018-07-07 14:54:38:350
-0.316,1.3408,10.9942,-24.72,8.04,-9.78,68.61,-11.41,0.18,56897,2018-07-07 14:54:38:374
0.4693,1.312,10.8218,-24.72,8.04,-9.78,68.61,-11.41,0.18,56922,2018-07-07 14:54:38:399
0.4693,1.312,10.8218,-24.72,8.04,-9.78,68.61,-11.41,0.18,56945,2018-07-07 14:54:38:422
0.4693,1.312,10.8218,-18.48,11.94,-12.12,52.4,-6.91,-2.48,56970,2018-07-07 14:54:38:447
0.4693,1.312,10.8218,-18.48,11.94,-12.12,52.4,-6.91,-2.48,56994,2018-07-07 14:54:38:471
0.5267,1.3599,11.0516,-18.48,11.94,-12.12,52.4,-6.91,-2.48,57017,2018-07-07 14:54:38:494
0.5267,1.3599,11.0516,-18.48,11.94,-12.12,52.4,-6.91,-2.48,57041,2018-07-07 14:54:38:518
0.5267,1.3599,11.0516,-18.48,11.94,-12.12,52.4,-6.91,-2.48,57066,2018-07-07 14:54:38:543
0.5267,1.3599,11.0516,-18.48,11.94,-12.12,52.4,-6.91,-2.48,57090,2018-07-07 14:54:38:567
1.2546,1.9632,9.9216,-18.48,11.94,-12.12,52.4,-6.91,-2.48,57114,2018-07-07 14:54:38:591
1.2546,1.9632,9.9216,-18.48,11.94,-12.12,52.4,-6.91,-2.48,57137,2018-07-07 14:54:38:614
1.2546,1.9632,9.9216,-18.48,11.94,-12.12,52.4,-6.91,-2.48,57162,2018-07-07 14:54:38:639
1.2546,1.9632,9.9216,-10.32,14.58,-14.7,24.27,-11.11,-7.21,57185,2018-07-07 14:54:38:662
0.9194,2.3272,9.1746,-10.32,14.58,-14.7,24.27,-11.11,-7.21,57210,2018-07-07 14:54:38:687
0.9194,2.3272,9.1746,-10.32,14.58,-14.7,24.27,-11.11,-7.21,57233,2018-07-07 14:54:38:710
0.9194,2.3272,9.1746,-10.32,14.58,-14.7,24.27,-11.11,-7.21,57258,2018-07-07 14:54:38:735
0.9194,2.3272,9.1746,-10.32,14.58,-14.7,24.27,-11.11,-7.21,57281,2018-07-07 14:54:38:758
1.0534,2.8347,8.4563,-10.32,14.58,-14.7,24.27,-11.11,-7.21,57305,2018-07-07 14:54:38:782
1.0534,2.8347,8.4563,-10.32,14.58,-14.7,24.27,-11.11,-7.21,57329,2018-07-07 14:54:38:806
1.0534,2.8347,8.4563,-10.32,14.58,-14.7,24.27,-11.11,-7.21,57354,2018-07-07 14:54:38:831
1.0534,2.8347,8.4563,-2.1,13.86,-16.68,359.64,-18.4,-7.1,57378,2018-07-07 14:54:38:855
1.0534,2.8347,8.4563,-2.1,13.86,-16.68,359.64,-18.4,-7.1,57402,2018-07-07 14:54:38:879
1.2354,2.4804,7.92,-2.1,13.86,-16.68,359.64,-18.4,-7.1,57426,2018-07-07 14:54:38:903
1.2354,2.4804,7.92,-2.1,13.86,-16.68,359.64,-18.4,-7.1,57450,2018-07-07 14:54:38:927
1.2354,2.4804,7.92,-2.1,13.86,-16.68,359.64,-18.4,-7.1,57473,2018-07-07 14:54:38:950
1.2354,2.4804,7.92,-2.1,13.86,-16.68,359.64,-18.4,-7.1,57497,2018-07-07 14:54:38:974
1.2354,2.4804,7.92,-2.1,13.86,-16.68,359.64,-18.4,-7.1,57521,2018-07-07 14:54:38:998
1.2067,2.6528,10.2089,-2.1,13.86,-16.68,359.64,-18.4,-7.1,57546,2018-07-07 14:54:39:023
1.2067,2.6528,10.2089,5.88,11.4,-17.82,331.62,-14.47,-6.74,57569,2018-07-07 14:54:39:046
1.2067,2.6528,10.2089,5.88,11.4,-17.82,331.62,-14.47,-6.74,57593,2018-07-07 14:54:39:070
1.2067,2.6528,10.2089,5.88,11.4,-17.82,331.62,-14.47,-6.74,57641,2018-07-07 14:54:39:118
1.2067,2.6528,10.2089,5.88,11.4,-17.82,331.62,-14.47,-6.74,57642,2018-07-07 14:54:39:119
2.0877,2.8826,10.5536,5.88,11.4,-17.82,331.62,-14.47,-6.74,57665,2018-07-07 14:54:39:142
2.0877,2.8826,10.5536,5.88,11.4,-17.82,331.62,-14.47,-6.74,57689,2018-07-07 14:54:39:166
2.0877,2.8826,10.5536,5.88,11.4,-17.82,331.62,-14.47,-6.74,57713,2018-07-07 14:54:39:190
2.0877,2.8826,10.5536,5.88,11.4,-17.82,331.62,-14.47,-6.74,57738,2018-07-07 14:54:39:215
2.0877,2.8826,10.5536,5.88,11.4,-17.82,331.62,-14.47,-6.74,57762,2018-07-07 14:54:39:239
2.1835,3.1891,7.8338,12.54,8.64,-18.0,307.82,-15.0,-11.19,57786,2018-07-07 14:54:39:263
2.1835,3.1891,7.8338,12.54,8.64,-18.0,307.82,-15.0,-11.19,57809,2018-07-07 14:54:39:286
2.1835,3.1891,7.8338,12.54,8.64,-18.0,307.82,-15.0,-11.19,57833,2018-07-07 14:54:39:310
2.1835,3.1891,7.8338,12.54,8.64,-18.0,307.82,-15.0,-11.19,57857,2018-07-07 14:54:39:334
2.1835,3.1891,7.8338,12.54,8.64,-18.0,307.82,-15.0,-11.19,57881,2018-07-07 14:54:39:358
1.9824,3.2944,8.2552,12.54,8.64,-18.0,307.82,-15.0,-11.19,57905,2018-07-07 14:54:39:382
1.9824,3.2944,8.2552,12.54,8.64,-18.0,307.82,-15.0,-11.19,57929,2018-07-07 14:54:39:406
1.9824,3.2944,8.2552,12.54,8.64,-18.0,307.82,-15.0,-11.19,57954,2018-07-07 14:54:39:431
1.9824,3.2944,8.2552,16.8,5.22,-17.1,294.18,-21.21,-13.5,57977,2018-07-07 14:54:39:454
1.9824,3.2944,8.2552,16.8,5.22,-17.1,294.18,-21.21,-13.5,58002,2018-07-07 14:54:39:479
2.2793,4.0893,7.8434,16.8,5.22,-17.1,294.18,-21.21,-13.5,58025,2018-07-07 14:54:39:502
2.2793,4.0893,7.8434,16.8,5.22,-17.1,294.18,-21.21,-13.5,58050,2018-07-07 14:54:39:527
2.2793,4.0893,7.8434,16.8,5.22,-17.1,294.18,-21.21,-13.5,58074,2018-07-07 14:54:39:551
2.2793,4.0893,7.8434,16.8,5.22,-17.1,294.18,-21.21,-13.5,58098,2018-07-07 14:54:39:575
2.2793,4.0893,7.8434,16.8,5.22,-17.1,294.18,-21.21,-13.5,58122,2018-07-07 14:54:39:599
1.6951,4.1755,9.6822,16.8,5.22,-17.1,294.18,-21.21,-13.5,58145,2018-07-07 14:54:39:622
1.6951,4.1755,9.6822,19.26,2.58,-16.68,290.35,-23.02,-9.93,58169,2018-07-07 14:54:39:646
1.6951,4.1755,9.6822,19.26,2.58,-16.68,290.35,-23.02,-9.93,58193,2018-07-07 14:54:39:670
1.6951,4.1755,9.6822,19.26,2.58,-16.68,290.35,-23.02,-9.93,58218,2018-07-07 14:54:39:695
1.6951,4.1755,9.6822,19.26,2.58,-16.68,290.35,-23.02,-9.93,58242,2018-07-07 14:54:39:719
2.2601,4.0701,10.4675,19.26,2.58,-16.68,290.35,-23.02,-9.93,58266,2018-07-07 14:54:39:743
2.2601,4.0701,10.4675,20.4,1.2,-16.26,290.35,-23.02,-9.93,58290,2018-07-07 14:54:39:767
2.2601,4.0701,10.4675,20.4,1.2,-16.26,290.35,-23.02,-9.93,58317,2018-07-07 14:54:39:794
2.2601,4.0701,10.4675,20.4,1.2,-16.26,290.35,-23.02,-9.93,58338,2018-07-07 14:54:39:815
2.2601,4.0701,10.4675,20.4,1.2,-16.26,290.35,-23.02,-9.93,58361,2018-07-07 14:54:39:838
1.6089,1.992,7.9679,20.4,1.2,-16.26,290.35,-23.02,-9.93,58386,2018-07-07 14:54:39:863
1.6089,1.992,7.9679,20.4,1.2,-16.26,290.35,-23.02,-9.93,58409,2018-07-07 14:54:39:886
1.6089,1.992,7.9679,20.4,1.2,-16.26,290.35,-23.02,-9.93,58433,2018-07-07 14:54:39:910
1.6089,1.992,7.9679,20.4,1.2,-16.26,290.35,-23.02,-9.93,58458,2018-07-07 14:54:39:935
1.6089,1.992,7.9679,21.96,-2.22,-15.66,271.75,-13.77,-11.42,58481,2018-07-07 14:54:39:958
1.2067,2.1835,9.3565,21.96,-2.22,-15.66,271.75,-13.77,-11.42,58506,2018-07-07 14:54:39:983
1.2067,2.1835,9.3565,21.96,-2.22,-15.66,271.75,-13.77,-11.42,58530,2018-07-07 14:54:40:007
1.2067,2.1835,9.3565,21.96,-2.22,-15.66,271.75,-13.77,-11.42,58554,2018-07-07 14:54:40:031
1.2067,2.1835,9.3565,21.96,-2.22,-15.66,271.75,-13.77,-11.42,58577,2018-07-07 14:54:40:054
1.3408,2.5953,7.9104,21.96,-2.22,-15.66,271.75,-13.77,-11.42,58601,2018-07-07 14:54:40:078
1.3408,2.5953,7.9104,21.96,-2.22,-15.66,271.75,-13.77,-11.42,58626,2018-07-07 14:54:40:103
1.3408,2.5953,7.9104,21.96,-2.22,-15.66,271.75,-13.77,-11.42,58649,2018-07-07 14:54:40:126
1.3408,2.5953,7.9104,22.32,-4.38,-15.84,269.81,-17.93,-9.62,58674,2018-07-07 14:54:40:151
1.1492,2.9975,8.3127,22.32,-4.38,-15.84,269.81,-17.93,-9.62,58698,2018-07-07 14:54:40:175
1.1492,2.9975,8.3127,22.32,-4.38,-15.84,269.81,-17.93,-9.62,58722,2018-07-07 14:54:40:199
1.1492,2.9975,8.3127,22.32,-4.38,-15.84,269.81,-17.93,-9.62,58745,2018-07-07 14:54:40:222
1.1492,2.9975,8.3127,22.32,-4.38,-15.84,269.81,-17.93,-9.62,58769,2018-07-07 14:54:40:246
1.1492,2.9975,8.3127,22.32,-4.38,-15.84,269.81,-17.93,-9.62,58793,2018-07-07 14:54:40:270
0.9768,3.5243,8.7053,22.32,-4.38,-15.84,269.81,-17.93,-9.62,58817,2018-07-07 14:54:40:294
0.9768,3.5243,8.7053,22.32,-4.38,-15.84,269.81,-17.93,-9.62,58841,2018-07-07 14:54:40:318
0.9768,3.5243,8.7053,22.32,-4.38,-15.84,269.81,-17.93,-9.62,58865,2018-07-07 14:54:40:342
1.2929,3.6488,10.3046,23.4,-5.7,-15.84,268.63,-21.92,-6.4,58889,2018-07-07 14:54:40:366
1.2929,3.6488,10.3046,23.4,-5.7,-15.84,268.63,-21.92,-6.4,58914,2018-07-07 14:54:40:391
1.2929,3.6488,10.3046,23.4,-5.7,-15.84,268.63,-21.92,-6.4,58938,2018-07-07 14:54:40:415
1.2929,3.6488,10.3046,23.4,-5.7,-15.84,268.63,-21.92,-6.4,58962,2018-07-07 14:54:40:439
1.2929,3.6488,10.3046,23.4,-5.7,-15.84,268.63,-21.92,-6.4,58986,2018-07-07 14:54:40:463
2.2314,2.4612,12.0189,23.4,-5.7,-15.84,268.63,-21.92,-6.4,59010,2018-07-07 14:54:40:487
2.2314,2.4612,12.0189,23.4,-5.7,-15.84,268.63,-21.92,-6.4,59034,2018-07-07 14:54:40:511
2.2314,2.4612,12.0189,23.4,-5.7,-15.84,268.63,-21.92,-6.4,59057,2018-07-07 14:54:40:534
2.2314,2.4612,12.0189,23.94,-6.42,-16.26,262.18,-11.38,-10.52,59082,2018-07-07 14:54:40:559
2.2314,2.4612,12.0189,23.94,-6.42,-16.26,262.18,-11.38,-10.52,59105,2018-07-07 14:54:40:582
1.5993,1.2163,7.8913,23.94,-6.42,-16.26,262.18,-11.38,-10.52,59129,2018-07-07 14:54:40:606
1.5993,1.2163,7.8913,23.94,-6.42,-16.26,262.18,-11.38,-10.52,59153,2018-07-07 14:54:40:630
1.5993,1.2163,7.8913,23.94,-6.42,-16.26,262.18,-11.38,-10.52,59178,2018-07-07 14:54:40:655
1.5993,1.2163,7.8913,23.94,-6.42,-16.26,262.18,-11.38,-10.52,59201,2018-07-07 14:54:40:678
1.5993,1.2163,7.8913,23.94,-6.42,-16.26,262.18,-11.38,-10.52,59225,2018-07-07 14:54:40:702
2.7198,2.308,8.4659,23.94,-6.42,-16.26,262.18,-11.38,-10.52,59250,2018-07-07 14:54:40:727
2.7198,2.308,8.4659,24.3,-6.0,-17.22,262.72,-14.55,-17.81,59274,2018-07-07 14:54:40:751
2.7198,2.308,8.4659,24.3,-6.0,-17.22,262.72,-14.55,-17.81,59297,2018-07-07 14:54:40:774
2.7198,2.308,8.4659,24.3,-6.0,-17.22,262.72,-14.55,-17.81,59321,2018-07-07 14:54:40:798
2.7198,2.308,8.4659,24.3,-6.0,-17.22,262.72,-14.55,-17.81,59346,2018-07-07 14:54:40:823
1.5514,2.8826,8.5425,24.3,-6.0,-17.22,262.72,-14.55,-17.81,59370,2018-07-07 14:54:40:847
1.5514,2.8826,8.5425,24.3,-6.0,-17.22,262.72,-14.55,-17.81,59394,2018-07-07 14:54:40:871
1.5514,2.8826,8.5425,24.3,-6.0,-17.22,262.72,-14.55,-17.81,59417,2018-07-07 14:54:40:894
1.5514,2.8826,8.5425,24.3,-6.0,-17.22,262.72,-14.55,-17.81,59441,2018-07-07 14:54:40:918
1.8962,3.7062,8.5329,24.3,-6.0,-17.22,262.72,-14.55,-17.81,59465,2018-07-07 14:54:40:942
1.8962,3.7062,8.5329,25.02,-4.8,-17.82,270.28,-22.98,-12.53,59490,2018-07-07 14:54:40:967
1.8962,3.7062,8.5329,25.02,-4.8,-17.82,270.28,-22.98,-12.53,59514,2018-07-07 14:54:40:991
1.8962,3.7062,8.5329,25.02,-4.8,-17.82,270.28,-22.98,-12.53,59538,2018-07-07 14:54:41:015
1.8962,3.7062,8.5329,25.02,-4.8,-17.82,270.28,-22.98,-12.53,59561,2018-07-07 14:54:41:038
1.063,3.8307,10.6973,25.02,-4.8,-17.82,270.28,-22.98,-12.53,59585,2018-07-07 14:54:41:062
1.063,3.8307,10.6973,25.02,-4.8,-17.82,270.28,-22.98,-12.53,59609,2018-07-07 14:54:41:086
1.063,3.8307,10.6973,25.02,-4.8,-17.82,270.28,-22.98,-12.53,59633,2018-07-07 14:54:41:110
1.063,3.8307,10.6973,25.02,-4.8,-17.82,270.28,-22.98,-12.53,59657,2018-07-07 14:54:41:134
1.063,3.8307,10.6973,25.62,-3.18,-18.24,274.8,-19.61,-5.68,59681,2018-07-07 14:54:41:158
1.743,2.9784,12.9478,25.62,-3.18,-18.24,274.8,-19.61,-5.68,59706,2018-07-07 14:54:41:183
1.743,2.9784,12.9478,25.62,-3.18,-18.24,274.8,-19.61,-5.68,59729,2018-07-07 14:54:41:206
1.743,2.9784,12.9478,25.62,-3.18,-18.24,274.8,-19.61,-5.68,59754,2018-07-07 14:54:41:231
1.743,2.9784,12.9478,25.62,-3.18,-18.24,274.8,-19.61,-5.68,59777,2018-07-07 14:54:41:254
1.743,2.9784,12.9478,25.62,-3.18,-18.24,274.8,-19.61,-5.68,59802,2018-07-07 14:54:41:279
-0.2011,1.7526,7.7189,25.62,-3.18,-18.24,274.8,-19.61,-5.68,59825,2018-07-07 14:54:41:302
-0.2011,1.7526,7.7189,25.62,-3.18,-18.24,274.8,-19.61,-5.68,59850,2018-07-07 14:54:41:327
-0.2011,1.7526,7.7189,26.28,-1.02,-18.24,277.05,-12.79,1.49,59874,2018-07-07 14:54:41:351
-0.2011,1.7526,7.7189,26.28,-1.02,-18.24,277.05,-12.79,1.49,59898,2018-07-07 14:54:41:375
-0.2011,1.7526,7.7189,26.28,-1.02,-18.24,277.05,-12.79,1.49,59921,2018-07-07 14:54:41:398
1.4078,2.2027,8.9639,26.28,-1.02,-18.24,277.05,-12.79,1.49,59946,2018-07-07 14:54:41:423
1.4078,2.2027,8.9639,26.28,-1.02,-18.24,277.05,-12.79,1.49,59969,2018-07-07 14:54:41:446
1.4078,2.2027,8.9639,26.28,-1.02,-18.24,277.05,-12.79,1.49,59993,2018-07-07 14:54:41:470
1.4078,2.2027,8.9639,26.28,-1.02,-18.24,277.05,-12.79,1.49,60044,2018-07-07 14:54:41:521
1.4078,2.2027,8.9639,26.28,-1.02,-18.24,277.05,-12.79,1.49,60044,2018-07-07 14:54:41:521
1.2163,2.7773,7.7859,26.28,-1.02,-18.24,277.05,-12.79,1.49,60065,2018-07-07 14:54:41:542
1.2163,2.7773,7.7859,26.94,-0.06,-18.78,279.31,-19.41,-8.88,60089,2018-07-07 14:54:41:566
1.2163,2.7773,7.7859,26.94,-0.06,-18.78,279.31,-19.41,-8.88,60113,2018-07-07 14:54:41:590
1.2163,2.7773,7.7859,26.94,-0.06,-18.78,279.31,-19.41,-8.88,60137,2018-07-07 14:54:41:614
1.2163,2.7773,7.7859,26.94,-0.06,-18.78,279.31,-19.41,-8.88,60161,2018-07-07 14:54:41:638
1.5131,3.4381,8.8107,26.94,-0.06,-18.78,279.31,-19.41,-8.88,60185,2018-07-07 14:54:41:662
1.5131,3.4381,8.8107,26.94,-0.06,-18.78,279.31,-19.41,-8.88,60210,2018-07-07 14:54:41:687
1.5131,3.4381,8.8107,26.94,-0.06,-18.78,279.31,-19.41,-8.88,60233,2018-07-07 14:54:41:710
1.5131,3.4381,8.8107,26.94,-0.06,-18.78,279.31,-19.41,-8.88,60257,2018-07-07 14:54:41:734
1.5131,3.4381,8.8107,27.48,-0.3,-19.2,279.67,-21.04,-9.74,60282,2018-07-07 14:54:41:759
1.9537,3.4093,10.6303,27.48,-0.3,-19.2,279.67,-21.04,-9.74,60305,2018-07-07 14:54:41:782
1.9537,3.4093,10.6303,27.48,-0.3,-19.2,279.67,-21.04,-9.74,60330,2018-07-07 14:54:41:807
1.9537,3.4093,10.6303,27.48,-0.3,-19.2,279.67,-21.04,-9.74,60353,2018-07-07 14:54:41:830
1.9537,3.4093,10.6303,27.48,-0.3,-19.2,279.67,-21.04,-9.74,60377,2018-07-07 14:54:41:854
1.9537,3.4093,10.6303,27.48,-0.3,-19.2,279.67,-21.04,-9.74,60402,2018-07-07 14:54:41:879
1.9154,2.1548,11.3581,27.48,-0.3,-19.2,279.67,-21.04,-9.74,60426,2018-07-07 14:54:41:903
1.9154,2.1548,11.3581,27.48,-0.3,-19.2,279.67,-21.04,-9.74,60449,2018-07-07 14:54:41:926
1.9154,2.1548,11.3581,27.96,-1.38,-20.52,273.62,-10.6,-9.57,60473,2018-07-07 14:54:41:950
1.9728,1.4844,8.6479,27.96,-1.38,-20.52,273.62,-10.6,-9.57,60497,2018-07-07 14:54:41:974
1.9728,1.4844,8.6479,27.96,-1.38,-20.52,273.62,-10.6,-9.57,60521,2018-07-07 14:54:41:998
1.9728,1.4844,8.6479,27.96,-1.38,-20.52,273.62,-10.6,-9.57,60546,2018-07-07 14:54:42:023
1.9728,1.4844,8.6479,27.96,-1.38,-20.52,273.62,-10.6,-9.57,60569,2018-07-07 14:54:42:046
1.9728,1.4844,8.6479,27.96,-1.38,-20.52,273.62,-10.6,-9.57,60593,2018-07-07 14:54:42:070
1.9824,2.1644,7.6998,27.96,-1.38,-20.52,273.62,-10.6,-9.57,60618,2018-07-07 14:54:42:095
1.9824,2.1644,7.6998,27.96,-1.38,-20.52,273.62,-10.6,-9.57,60641,2018-07-07 14:54:42:118
1.9824,2.1644,7.6998,27.96,-1.38,-20.52,273.62,-10.6,-9.57,60665,2018-07-07 14:54:42:142
1.9824,2.1644,7.6998,28.5,-2.1,-21.48,272.6,-15.23,-14.44,60689,2018-07-07 14:54:42:166
0.929,2.557,7.6327,28.5,-2.1,-21.48,272.6,-15.23,-14.44,60714,2018-07-07 14:54:42:191
0.929,2.557,7.6327,28.5,-2.1,-21.48,272.6,-15.23,-14.44,60737,2018-07-07 14:54:42:214
0.929,2.557,7.6327,28.5,-2.1,-21.48,272.6,-15.23,-14.44,60761,2018-07-07 14:54:42:238
