ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.9577,3.1508,9.1075,20.4,-5.1,-12.06,262.06,-10.4,-1.08,25553,2018-07-07 14:54:07:030
0.8236,3.2848,8.6479,19.62,-5.28,-11.82,265.87,-18.99,-6.0,25577,2018-07-07 14:54:07:054
0.8236,3.2848,8.6479,19.62,-5.28,-11.82,265.87,-18.99,-6.0,25602,2018-07-07 14:54:07:079
0.8236,3.2848,8.6479,19.62,-5.28,-11.82,265.87,-18.99,-6.0,25626,2018-07-07 14:54:07:103
0.8236,3.2848,8.6479,19.62,-5.28,-11.82,265.87,-18.99,-6.0,25649,2018-07-07 14:54:07:126
0.8236,3.2848,8.6479,19.62,-5.28,-11.82,265.87,-18.99,-6.0,25673,2018-07-07 14:54:07:150
1.2258,3.2178,10.3717,19.62,-5.28,-11.82,265.87,-18.99,-6.0,25698,2018-07-07 14:54:07:175
1.2258,3.2178,10.3717,19.62,-5.28,-11.82,265.87,-18.99,-6.0,25722,2018-07-07 14:54:07:199
1.2258,3.2178,10.3717,19.62,-5.28,-11.82,265.87,-18.99,-6.0,25746,2018-07-07 14:54:07:223
1.2258,3.2178,10.3717,19.08,-5.64,-11.34,261.05,-17.12,-6.74,25769,2018-07-07 14:54:07:246
1.2258,3.2178,10.3717,19.08,-5.64,-11.34,261.05,-17.12,-6.74,25793,2018-07-07 14:54:07:270
0.5555,1.8771,10.4004,19.08,-5.64,-11.34,261.05,-17.12,-6.74,25817,2018-07-07 14:54:07:294
0.5555,1.8771,10.4004,19.08,-5.64,-11.34,261.05,-17.12,-6.74,25841,2018-07-07 14:54:07:318
0.5555,1.8771,10.4004,19.08,-5.64,-11.34,261.05,-17.12,-6.74,25865,2018-07-07 14:54:07:342
0.5555,1.8771,10.4004,19.08,-5.64,-11.34,261.05,-17.12,-6.74,25890,2018-07-07 14:54:07:367
1.6759,2.1356,9.8162,19.08,-5.64,-11.34,261.05,-17.12,-6.74,25914,2018-07-07 14:54:07:391
1.6759,2.1356,9.8162,19.08,-5.64,-11.34,261.05,-17.12,-6.74,25937,2018-07-07 14:54:07:414
1.6759,2.1356,9.8162,18.24,-6.12,-10.92,257.82,-12.1,-9.69,25961,2018-07-07 14:54:07:438
1.6759,2.1356,9.8162,18.24,-6.12,-10.92,257.82,-12.1,-9.69,25986,2018-07-07 14:54:07:463
1.6759,2.1356,9.8162,18.24,-6.12,-10.92,257.82,-12.1,-9.69,26010,2018-07-07 14:54:07:487
0.996,2.6911,7.6519,18.24,-6.12,-10.92,257.82,-12.1,-9.69,26034,2018-07-07 14:54:07:511
0.996,2.6911,7.6519,18.24,-6.12,-10.92,257.82,-12.1,-9.69,26057,2018-07-07 14:54:07:534
0.996,2.6911,7.6519,18.24,-6.12,-10.92,257.82,-12.1,-9.69,26082,2018-07-07 14:54:07:559
0.996,2.6911,7.6519,18.24,-6.12,-10.92,257.82,-12.1,-9.69,26105,2018-07-07 14:54:07:582
0.996,2.6911,7.6519,18.24,-6.12,-10.92,257.82,-12.1,-9.69,26130,2018-07-07 14:54:07:607
0.8715,3.1987,9.0597,18.24,-6.12,-10.92,257.82,-12.1,-9.69,26154,2018-07-07 14:54:07:631
0.8715,3.1987,9.0597,17.28,-6.3,-10.56,261.86,-19.36,-5.49,26177,2018-07-07 14:54:07:654
0.8715,3.1987,9.0597,17.28,-6.3,-10.56,261.86,-19.36,-5.49,26201,2018-07-07 14:54:07:678
0.8715,3.1987,9.0597,17.28,-6.3,-10.56,261.86,-19.36,-5.49,26226,2018-07-07 14:54:07:703
0.8715,3.1987,9.0597,17.28,-6.3,-10.56,261.86,-19.36,-5.49,26250,2018-07-07 14:54:07:727
0.814,3.984,10.2855,17.28,-6.3,-10.56,261.86,-19.36,-5.49,26273,2018-07-07 14:54:07:750
0.814,3.984,10.2855,17.28,-6.3,-10.56,261.86,-19.36,-5.49,26298,2018-07-07 14:54:07:775
0.814,3.984,10.2855,17.28,-6.3,-10.56,261.86,-19.36,-5.49,26321,2018-07-07 14:54:07:798
0.814,3.984,10.2855,17.28,-6.3,-10.56,261.86,-19.36,-5.49,26345,2018-07-07 14:54:07:822
0.814,3.984,10.2855,17.1,-5.34,-9.9,264.98,-21.11,-4.53,26370,2018-07-07 14:54:07:847
1.0343,3.4381,11.9135,17.1,-5.34,-9.9,264.98,-21.11,-4.53,26393,2018-07-07 14:54:07:870
1.0343,3.4381,11.9135,17.1,-5.34,-9.9,264.98,-21.11,-4.53,26449,2018-07-07 14:54:07:926
1.0343,3.4381,11.9135,17.1,-5.34,-9.9,264.98,-21.11,-4.53,26451,2018-07-07 14:54:07:928
1.0343,3.4381,11.9135,17.1,-5.34,-9.9,264.98,-21.11,-4.53,26465,2018-07-07 14:54:07:942
1.0343,3.4381,11.9135,17.1,-5.34,-9.9,264.98,-21.11,-4.53,26490,2018-07-07 14:54:07:967
-0.4405,1.9537,8.2935,17.1,-5.34,-9.9,264.98,-21.11,-4.53,26513,2018-07-07 14:54:07:990
-0.4405,1.9537,8.2935,17.1,-5.34,-9.9,264.98,-21.11,-4.53,26538,2018-07-07 14:54:08:015
-0.4405,1.9537,8.2935,16.92,-4.26,-9.72,265.13,-13.24,3.04,26561,2018-07-07 14:54:08:038
-0.4405,1.9537,8.2935,16.92,-4.26,-9.72,265.13,-13.24,3.04,26585,2018-07-07 14:54:08:062
0.7949,2.3559,9.0405,16.92,-4.26,-9.72,265.13,-13.24,3.04,26609,2018-07-07 14:54:08:086
0.7949,2.3559,9.0405,16.92,-4.26,-9.72,265.13,-13.24,3.04,26634,2018-07-07 14:54:08:111
0.7949,2.3559,9.0405,16.92,-4.26,-9.72,265.13,-13.24,3.04,26657,2018-07-07 14:54:08:134
0.7949,2.3559,9.0405,16.92,-4.26,-9.72,265.13,-13.24,3.04,26681,2018-07-07 14:54:08:158
0.3352,3.1508,7.5657,16.92,-4.26,-9.72,265.13,-13.24,3.04,26705,2018-07-07 14:54:08:182
0.3352,3.1508,7.5657,16.92,-4.26,-9.72,265.13,-13.24,3.04,26730,2018-07-07 14:54:08:207
0.3352,3.1508,7.5657,16.92,-4.26,-9.72,265.13,-13.24,3.04,26754,2018-07-07 14:54:08:231
0.3352,3.1508,7.5657,16.74,-3.54,-9.96,269.52,-22.59,-2.54,26778,2018-07-07 14:54:08:255
0.9098,3.4764,8.7053,16.74,-3.54,-9.96,269.52,-22.59,-2.54,26801,2018-07-07 14:54:08:278
0.9098,3.4764,8.7053,16.74,-3.54,-9.96,269.52,-22.59,-2.54,26825,2018-07-07 14:54:08:302
0.9098,3.4764,8.7053,16.74,-3.54,-9.96,269.52,-22.59,-2.54,26849,2018-07-07 14:54:08:326
0.9098,3.4764,8.7053,16.74,-3.54,-9.96,269.52,-22.59,-2.54,26873,2018-07-07 14:54:08:350
0.8523,3.5147,9.3374,16.74,-3.54,-9.96,269.52,-22.59,-2.54,26898,2018-07-07 14:54:08:375
0.8523,3.5147,9.3374,16.74,-3.54,-9.96,269.52,-22.59,-2.54,26921,2018-07-07 14:54:08:398
0.8523,3.5147,9.3374,16.74,-3.54,-9.96,269.52,-22.59,-2.54,26945,2018-07-07 14:54:08:422
0.8523,3.5147,9.3374,16.98,-3.12,-9.9,270.46,-20.55,-5.22,26970,2018-07-07 14:54:08:447
0.8523,3.5147,9.3374,16.98,-3.12,-9.9,270.46,-20.55,-5.22,26993,2018-07-07 14:54:08:470
2.1356,2.7007,10.8601,16.98,-3.12,-9.9,270.46,-20.55,-5.22,27017,2018-07-07 14:54:08:494
2.1356,2.7007,10.8601,16.98,-3.12,-9.9,270.46,-20.55,-5.22,27041,2018-07-07 14:54:08:518
2.1356,2.7007,10.8601,16.98,-3.12,-9.9,270.46,-20.55,-5.22,27065,2018-07-07 14:54:08:542
2.1356,2.7007,10.8601,16.98,-3.12,-9.9,270.46,-20.55,-5.22,27089,2018-07-07 14:54:08:566
2.1356,2.7007,10.8601,16.98,-3.12,-9.9,270.46,-20.55,-5.22,27113,2018-07-07 14:54:08:590
1.1396,1.4748,9.1746,16.98,-3.12,-9.9,270.46,-20.55,-5.22,27137,2018-07-07 14:54:08:614
1.1396,1.4748,9.1746,17.28,-2.82,-10.38,264.54,-9.06,-7.08,27161,2018-07-07 14:54:08:638
1.1396,1.4748,9.1746,17.28,-2.82,-10.38,264.54,-9.06,-7.08,27186,2018-07-07 14:54:08:663
1.1396,1.4748,9.1746,17.28,-2.82,-10.38,264.54,-9.06,-7.08,27209,2018-07-07 14:54:08:686
1.1396,1.4748,9.1746,17.28,-2.82,-10.38,264.54,-9.06,-7.08,27233,2018-07-07 14:54:08:710
1.6472,2.4038,8.1977,17.28,-2.82,-10.38,264.54,-9.06,-7.08,27257,2018-07-07 14:54:08:734
1.6472,2.4038,8.1977,17.28,-2.82,-10.38,264.54,-9.06,-7.08,27282,2018-07-07 14:54:08:759
1.6472,2.4038,8.1977,17.28,-2.82,-10.38,264.54,-9.06,-7.08,27305,2018-07-07 14:54:08:782
1.6472,2.4038,8.1977,17.28,-2.82,-10.38,264.54,-9.06,-7.08,27329,2018-07-07 14:54:08:806
1.6472,2.4038,8.1977,17.28,-2.82,-10.38,264.54,-9.06,-7.08,27353,2018-07-07 14:54:08:830
0.6704,2.739,9.0118,17.64,-2.64,-10.74,267.45,-16.04,-11.36,27378,2018-07-07 14:54:08:855
0.6704,2.739,9.0118,17.64,-2.64,-10.74,267.45,-16.04,-11.36,27402,2018-07-07 14:54:08:879
0.6704,2.739,9.0118,17.64,-2.64,-10.74,267.45,-16.04,-11.36,27426,2018-07-07 14:54:08:903
0.6704,2.739,9.0118,17.64,-2.64,-10.74,267.45,-16.04,-11.36,27449,2018-07-07 14:54:08:926
0.6704,2.739,9.0118,17.64,-2.64,-10.74,267.45,-16.04,-11.36,27473,2018-07-07 14:54:08:950
1.1109,3.5147,8.5904,17.64,-2.64,-10.74,267.45,-16.04,-11.36,27498,2018-07-07 14:54:08:975
1.1109,3.5147,8.5904,17.64,-2.64,-10.74,267.45,-16.04,-11.36,27522,2018-07-07 14:54:08:999
1.1109,3.5147,8.5904,17.64,-2.64,-10.74,267.45,-16.04,-11.36,27546,2018-07-07 14:54:09:023
0.8332,3.802,10.4004,18.06,-2.04,-10.74,274.1,-22.09,-7.37,27570,2018-07-07 14:54:09:047
0.8332,3.802,10.4004,18.06,-2.04,-10.74,274.1,-22.09,-7.37,27593,2018-07-07 14:54:09:070
0.8332,3.802,10.4004,18.06,-2.04,-10.74,274.1,-22.09,-7.37,27617,2018-07-07 14:54:09:094
0.8332,3.802,10.4004,18.06,-2.04,-10.74,274.1,-22.09,-7.37,27641,2018-07-07 14:54:09:118
0.8332,3.802,10.4004,18.06,-2.04,-10.74,274.1,-22.09,-7.37,27666,2018-07-07 14:54:09:143
0.7853,3.055,11.6741,18.06,-2.04,-10.74,274.1,-22.09,-7.37,27692,2018-07-07 14:54:09:169
0.7853,3.055,11.6741,18.06,-2.04,-10.74,274.1,-22.09,-7.37,27714,2018-07-07 14:54:09:191
0.7853,3.055,11.6741,18.06,-2.04,-10.74,274.1,-22.09,-7.37,27738,2018-07-07 14:54:09:215
0.7853,3.055,11.6741,18.18,-0.84,-11.34,274.59,-14.63,-3.85,27761,2018-07-07 14:54:09:238
0.7853,3.055,11.6741,18.18,-0.84,-11.34,274.59,-14.63,-3.85,27785,2018-07-07 14:54:09:262
-1.2546,1.8004,8.7245,18.18,-0.84,-11.34,274.59,-14.63,-3.85,27809,2018-07-07 14:54:09:286
-1.2546,1.8004,8.7245,18.18,-0.84,-11.34,274.59,-14.63,-3.85,27834,2018-07-07 14:54:09:311
-1.2546,1.8004,8.7245,18.18,-0.84,-11.34,274.59,-14.63,-3.85,27858,2018-07-07 14:54:09:335
-1.2546,1.8004,8.7245,18.18,-0.84,-11.34,274.59,-14.63,-3.85,27881,2018-07-07 14:54:09:358
-1.2546,1.8004,8.7245,18.18,-0.84,-11.34,274.59,-14.63,-3.85,27905,2018-07-07 14:54:09:382
0.3352,2.4134,8.0445,18.18,-0.84,-11.34,274.59,-14.63,-3.85,27929,2018-07-07 14:54:09:406
0.3352,2.4134,8.0445,18.18,-0.84,-11.34,274.59,-14.63,-3.85,27953,2018-07-07 14:54:09:430
0.3352,2.4134,8.0445,18.36,-0.3,-12.06,279.9,-16.69,-2.39,27978,2018-07-07 14:54:09:455
0.3352,2.4134,8.0445,18.36,-0.3,-12.06,279.9,-16.69,-2.39,28001,2018-07-07 14:54:09:478
0.3352,2.4134,8.0445,18.36,-0.3,-12.06,279.9,-16.69,-2.39,28026,2018-07-07 14:54:09:503
0.7374,3.1125,8.6095,18.36,-0.3,-12.06,279.9,-16.69,-2.39,28050,2018-07-07 14:54:09:527
0.7374,3.1125,8.6095,18.6,-0.12,-12.6,279.9,-16.69,-2.39,28074,2018-07-07 14:54:09:551
0.7374,3.1125,8.6095,18.6,-0.12,-12.6,279.9,-16.69,-2.39,28097,2018-07-07 14:54:09:574
0.7374,3.1125,8.6095,18.6,-0.12,-12.6,279.9,-16.69,-2.39,28121,2018-07-07 14:54:09:598
0.7374,3.1125,8.6095,18.6,-0.12,-12.6,279.9,-16.69,-2.39,28145,2018-07-07 14:54:09:622
0.6321,3.237,8.0828,18.6,-0.12,-12.6,279.9,-16.69,-2.39,28169,2018-07-07 14:54:09:646
0.6321,3.237,8.0828,18.6,-0.12,-12.6,279.9,-16.69,-2.39,28194,2018-07-07 14:54:09:671
0.6321,3.237,8.0828,18.6,-0.12,-12.6,279.9,-16.69,-2.39,28217,2018-07-07 14:54:09:694
0.6321,3.237,8.0828,18.6,-0.12,-12.6,279.9,-16.69,-2.39,28242,2018-07-07 14:54:09:719
0.6321,3.237,8.0828,18.78,-0.3,-12.84,282.04,-21.76,-4.47,28266,2018-07-07 14:54:09:743
1.245,3.3327,10.477,18.78,-0.3,-12.84,282.04,-21.76,-4.47,28290,2018-07-07 14:54:09:767
1.245,3.3327,10.477,18.78,-0.3,-12.84,282.04,-21.76,-4.47,28313,2018-07-07 14:54:09:790
1.245,3.3327,10.477,18.78,-0.3,-12.84,282.04,-21.76,-4.47,28338,2018-07-07 14:54:09:815
1.245,3.3327,10.477,18.78,-0.3,-12.84,282.04,-21.76,-4.47,28362,2018-07-07 14:54:09:839
1.245,3.3327,10.477,18.78,-0.3,-12.84,282.04,-21.76,-4.47,28385,2018-07-07 14:54:09:862
1.0726,2.1739,11.5017,18.78,-0.3,-12.84,282.04,-21.76,-4.47,28409,2018-07-07 14:54:09:886
1.0726,2.1739,11.5017,18.78,-0.3,-12.84,282.04,-21.76,-4.47,28434,2018-07-07 14:54:09:911
1.0726,2.1739,11.5017,18.6,-0.42,-13.98,276.36,-10.66,-5.33,28458,2018-07-07 14:54:09:935
1.5706,1.7238,8.5329,18.6,-0.42,-13.98,276.36,-10.66,-5.33,28482,2018-07-07 14:54:09:959
1.5706,1.7238,8.5329,18.6,-0.42,-13.98,276.36,-10.66,-5.33,28506,2018-07-07 14:54:09:983
1.5706,1.7238,8.5329,18.6,-0.42,-13.98,276.36,-10.66,-5.33,28530,2018-07-07 14:54:10:007
1.5706,1.7238,8.5329,18.6,-0.42,-13.98,276.36,-10.66,-5.33,28553,2018-07-07 14:54:10:030
1.5706,1.7238,8.5329,18.6,-0.42,-13.98,276.36,-10.66,-5.33,28577,2018-07-07 14:54:10:054
1.1109,2.3272,8.1307,18.6,-0.42,-13.98,276.36,-10.66,-5.33,28601,2018-07-07 14:54:10:078
