ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,OUT
-0.668,10.317,0.551,0.243,9.792,0.473,-0.911,0.525,0.078,0.189,1.489,0.002,27,-25.1,-22.1,17.2,98.3,-86.2,-29.9,3,999.9,47.57,,,,NaN,,,,,0 / 0,825535,2018-08-27 12:58:02:409,0.19
1.47,8.631,0.309,0.184,9.791,0.527,1.286,-1.159,-0.218,-0.085,1.629,0.057,27,-27.8,-21.7,14,99,-86.8,-19.8,3,999.9,47.57,,,,NaN,,,,,0 / 0,825635,2018-08-27 12:58:02:509,0.19
2.892,10.583,0.156,0.204,9.795,0.422,2.689,0.787,-0.267,-0.025,1.435,0.015,25,-30.1,-21.8,8.2,91.2,-87.2,-17.5,3,999.9,47.57,,,,NaN,,,,,0 / 0,825735,2018-08-27 12:58:02:609,0.19
1.207,9.687,1.721,0.538,9.769,0.675,0.645,-0.077,1.063,-0.031,1.654,0.193,26,-32.3,-21.2,3.1,63.3,-85.5,-36.8,3,999.9,61.5,,,,NaN,,,,,0 / 0,825836,2018-08-27 12:58:02:710,0.19
1.597,9.285,0.225,0.71,9.758,0.671,0.926,-0.497,-0.506,0.085,1.332,0.222,26,-33.3,-20.6,-3,48.7,-84.6,-42.3,3,999.9,61.5,,,,NaN,,,,,0 / 0,825935,2018-08-27 12:58:02:809,0.19
2.03,9.632,0.081,0.897,9.748,0.577,1.133,-0.116,-0.496,0.092,1.598,0.248,33,-32.6,-19.9,-6.9,26.9,-84.1,-52.8,3,999.9,61.5,,,,NaN,,,,,0 / 0,826035,2018-08-27 12:58:02:909,0.19
1.159,10.157,0.524,1.009,9.738,0.565,0.15,0.418,-0.04,0.147,0.963,0.126,33,-32.8,-19.2,-10.8,15.4,-83.3,-58.8,3,999.9,56.76,,,,NaN,,,,,0 / 0,826135,2018-08-27 12:58:03:009,0.19
1.925,9.522,-0.551,1.038,9.738,0.516,0.887,-0.216,-1.067,0.216,0.773,-0.177,39,-32.5,-19.2,-14.3,3.7,-83.1,-63,3,999.9,56.76,,,,NaN,,,,,0 / 0,826235,2018-08-27 12:58:03:109,0.19
2.155,11.047,-0.177,0.951,9.758,0.197,1.034,1.174,-0.338,0.222,0.422,0.023,39,-31,-19.2,-15.8,345.3,-84.3,-76.6,3,999.9,56.76,,,,NaN,,,,,0 / 0,826336,2018-08-27 12:58:03:210,0.19
1.384,10.334,2.234,1.075,9.745,0.205,0.309,0.588,2.029,0.17,-0.148,0.005,65,-30.8,-20,-16,339.4,-83.8,-79.6,3,999.9,61.07,,,,NaN,,,,,0 / 0,826435,2018-08-27 12:58:03:309,0.19
0.544,9.141,1.956,1.009,9.754,0.057,-0.465,-0.613,1.899,0.769,-0.198,-0.287,65,-31.2,-20.9,-16.4,338.7,-83.7,-82.5,3,999.9,61.07,,,,NaN,,,,,0 / 0,826535,2018-08-27 12:58:03:409,0.19
1.152,10.037,0.098,0.892,9.762,-0.264,0.259,0.274,0.362,-0.027,-0.379,0.181,74,-31,-22,-14.2,316.6,-84.7,-105.1,3,999.9,61.07,,,,NaN,,,,,0 / 0,826635,2018-08-27 12:58:03:509,0.19
1.08,9.644,0.292,1.037,9.751,-0.142,0.043,-0.106,0.434,-0.053,-0.786,0.148,33,-32.2,-21.6,-13.6,324.5,-84.1,-99.6,3,999.9,61.07,,,,NaN,,,,,0 / 0,826735,2018-08-27 12:58:03:609,0.19
1.465,9.838,0.333,1.235,9.728,0.011,0.23,0.11,0.322,-0.446,-1.918,0.157,33,-34.4,-20,-8.5,340.7,-83.1,-93,3,999.9,57.82,,,,NaN,,,,,0 / 0,826836,2018-08-27 12:58:03:710,0.19
1.02,9.761,-0.069,1.392,9.707,0.007,-0.372,0.054,-0.076,-0.042,-2.014,0.208,30,-35.2,-19.3,-1.9,356.6,-82.3,-86.6,3,999.9,57.82,,,,NaN,,,,,0 / 0,826935,2018-08-27 12:58:03:809,0.19
1.698,9.651,0.29,1.549,9.683,-0.093,0.148,-0.032,0.383,-0.058,-1.696,0.132,30,-35.3,-19.7,4.2,2.3,-81.4,-92.8,3,999.9,57.82,,,,NaN,,,,,0 / 0,827035,2018-08-27 12:58:03:909,0.19
1.245,9.601,0.972,1.644,9.665,-0.237,-0.399,-0.064,1.209,-0.522,-2.121,0.219,29,-33,-19.4,10.6,8.4,-80.6,-97.3,3,999.9,59.05,,,,NaN,,,,,0 / 0,827135,2018-08-27 12:58:04:009,0.19
1.935,9.453,-0.192,1.785,9.642,0.078,0.15,-0.19,-0.27,-0.66,-1.984,-0.019,29,-31,-19.6,16.1,24.4,-79.9,-92.7,3,999.9,59.05,,,,NaN,,,,,0 / 0,827235,2018-08-27 12:58:04:109,0.19
2.066,8.998,0.814,1.762,9.642,0.306,0.304,-0.644,0.508,-0.742,-2.03,0.002,41,-25.5,-19.9,19.3,49.8,-79.6,-83.1,3,999.9,59.05,,,,NaN,,,,,0 / 0,827336,2018-08-27 12:58:04:210,0.19
2.861,9.457,0.524,1.896,9.598,0.669,0.966,-0.196,-0.135,-0.775,-1.789,-0.001,41,-20,-22.4,21.8,66.2,-78.9,-75,3,999.9,51.26,,,,NaN,,,,,0 / 0,827435,2018-08-27 12:58:04:309,0.19
2.148,10.695,1.583,2.026,9.535,1.076,0.122,1.161,0.507,-0.609,-0.91,-0.241,32,-16.7,-23.9,26,88.5,-77.2,-66.3,3,999.9,51.26,,,,NaN,,,,,0 / 0,827535,2018-08-27 12:58:04:409,0.19
1.748,9.402,1.367,2.048,9.503,1.289,-0.355,-0.08,0.133,-0.664,-1.482,-0.011,37,-12.8,-26,25.6,107,-75.9,-58.4,3,999.9,51.26,,,,NaN,,,,,0 / 0,827635,2018-08-27 12:58:04:509,0.19
1.212,9.781,-0.062,1.913,9.532,1.283,-0.701,0.248,-1.345,0.016,-0.661,-0.215,37,-9.2,-27.4,26,116.3,-76.4,-56.2,3,999.9,50.42,,,,NaN,,,,,0 / 0,827735,2018-08-27 12:58:04:609,0.19
1.592,9.11,0.385,1.746,9.58,1.164,-0.154,-0.469,-0.778,-0.185,-0.595,-0.167,39,-7.1,-27.8,26.5,119.5,-77.4,-56.6,3,999.9,50.42,,,,NaN,,,,,0 / 0,827835,2018-08-27 12:58:04:709,0.19
2.03,9.714,-1.183,1.57,9.62,1.082,0.46,0.094,-2.265,-0.206,-0.124,-0.279,39,-4.9,-27.4,26.3,123.5,-78.3,-55.5,3,999.9,50.42,,,,NaN,,,,,0 / 0,827935,2018-08-27 12:58:04:809,0.19
2.287,11.378,0.883,1.327,9.671,0.935,0.706,1.06,-0.169,0.13,0.019,-0.281,38,-4.4,-28.2,25.7,124.7,-79.8,-55.2,3,999.9,52.71,,,,NaN,,,,,0 / 0,828035,2018-08-27 12:58:04:909,0.19
0.383,11.354,3.192,1.12,9.699,0.915,-1.029,1.652,3.524,0.845,0.098,-0.135,38,-2.8,-28.7,25.8,129.4,-81,-51.4,3,999.9,52.71,,,,NaN,,,,,0 / 0,828136,2018-08-27 12:58:05:010,0.19
-0.826,9.369,2.627,1.038,9.733,0.603,-1.706,-0.125,2.208,0.28,0.146,0.029,38,-2.9,-27.1,26.7,118.8,-82.8,-60.9,3,999.9,52.71,,,,NaN,,,,,0 / 0,828235,2018-08-27 12:58:05:109,0.19
1.903,8.208,-0.469,0.941,9.732,0.754,0.735,-1.872,-1.115,-0.412,-0.597,-0.104,38,-2.3,-27,27.3,125,-83.2,-54.1,3,999.9,57.83,,,,NaN,,,,,0 / 0,828335,2018-08-27 12:58:05:209,0.19
1.204,10.006,1.346,0.792,9.733,0.904,0.446,0.199,0.454,0.159,-0.416,-0.325,35,-1.4,-27.7,26.4,137.7,-82.5,-43,3,999.9,57.83,,,,NaN,,,,,0 / 0,828435,2018-08-27 12:58:05:309,0.19
0.694,9.989,1.003,0.761,9.736,0.894,-0.067,0.253,0.109,-0.119,-0.88,0.043,34,1.9,-27.1,26.8,147.2,-83.5,-40.4,3,999.9,57.83,,,,NaN,,,,,0 / 0,828535,2018-08-27 12:58:05:409,0.19
0.888,9.721,1.355,0.828,9.743,0.743,0.029,-0.078,0.373,0.151,-0.904,0.008,34,2.6,-26.9,26.6,143.6,-83.2,-44.8,3,999.9,57.83,,,,NaN,,,,,0 / 0,828635,2018-08-27 12:58:05:509,0.19
2.028,9.972,0.824,0.994,9.73,0.712,1.094,0.34,0.413,0.012,-1.527,-0.108,29,5.9,-27.2,26.5,143.7,-83.2,-52.6,3,999.9,56,,,,NaN,,,,,0 / 0,828735,2018-08-27 12:58:05:609,0.19
0.043,10.049,2.028,0.806,9.758,0.553,-0.351,0.291,0.695,0.038,-1.029,-0.527,29,9.3,-27.7,24.7,146.6,-83.6,-56.7,3,999.9,56,,,,NaN,,,,,0 / 0,828835,2018-08-27 12:58:05:709,0.19
0.618,9.939,-0.407,0.403,9.773,0.704,-0.015,0.178,-0.795,0.209,-2.116,0.017,30,14.2,-26.2,22.8,173.5,-85.2,-35.4,3,999.9,56,,,,NaN,,,,,0 / 0,828936,2018-08-27 12:58:05:810,0.19
1.221,9.541,0.443,0.574,9.761,0.748,1.098,-0.242,-0.506,-0.137,-0.417,0.01,30,18.1,-26.8,20.9,181.3,-85.2,-35.1,3,999.9,60.02,,,,NaN,,,,,0 / 0,829035,2018-08-27 12:58:05:909,0.19
0.017,9.546,1.381,0.636,9.764,0.648,-0.866,-0.046,0.958,0.023,-0.053,0.247,28,19.9,-26.8,21.7,183,-84.5,-40.3,3,999.9,60.02,,,,NaN,,,,,0 / 0,829135,2018-08-27 12:58:06:009,0.19
1.106,9.603,-0.249,0.79,9.747,0.741,0.127,-0.124,-1.029,0.22,0.622,0.054,28,18.1,-27.1,20,178.5,-83.7,-45.3,3,999.9,60.02,,,,NaN,,,,,0 / 0,829236,2018-08-27 12:58:06:110,0.19
0.481,10.164,0.438,0.67,9.765,0.608,-0.169,0.31,-0.079,0.17,1.244,-0.048,27,17.3,-27.4,20.6,171,-84.1,-48.8,3,999.9,63.3,,,,NaN,,,,,0 / 0,829336,2018-08-27 12:58:06:210,0.19
0.613,9.278,1.209,0.627,9.767,0.625,-0.014,-0.489,0.584,0.218,1.567,0.009,23,14.6,-26.1,24.2,167.6,-84.7,-45.4,3,999.9,63.3,,,,NaN,,,,,0 / 0,829435,2018-08-27 12:58:06:309,0.19
1.264,10.54,0.256,0.493,9.785,0.42,0.771,0.754,-0.164,0.187,2.057,-0.178,23,10.3,-26.4,26.2,155.1,-85.7,-49.5,3,999.9,63.3,,,,NaN,,,,,0 / 0,829535,2018-08-27 12:58:06:409,0.19
-1.817,8.636,3.328,0.291,9.776,0.713,-2.108,-1.14,2.615,-0.208,2.085,0.225,20,5,-26.2,28.1,160.8,-86.1,-30.5,3,999.9,59.68,,,,NaN,,,,,0 / 0,829635,2018-08-27 12:58:06:509,0.19
-0.306,9.91,2.186,0.036,9.741,1.128,-0.144,-0.025,0.833,0.216,2.707,-0.306,20,-2.6,-27.2,27.7,169.1,-83.6,-7.9,3,999.9,59.68,,,,NaN,,,,,0 / 0,829735,2018-08-27 12:58:06:609,0.19
-1.765,10.705,2.892,-0.495,9.746,0.973,-1.356,1.275,1.878,-0.267,2.281,0.244,24,-9.4,-27.1,27.2,183.6,-83.8,22.4,3,999.9,59.68,,,,NaN,,,,,0 / 0,829835,2018-08-27 12:58:06:709,0.19
-0.127,9.287,0.567,-0.562,9.711,1.245,0.536,-0.833,-0.587,0.088,2.019,0.06,24,-17.2,-26.8,22.8,170.4,-82.1,23,3,999.9,57.42,,,,NaN,,,,,0 / 0,829935,2018-08-27 12:58:06:809,0.19
0.5,9.512,1.238,-0.555,9.706,1.289,1.051,-0.167,-0.073,-0.56,1.188,0.311,22,-20.5,-26.8,18.7,166.4,-82.3,28.3,3,999.9,57.42,,,,NaN,,,,,0 / 0,830035,2018-08-27 12:58:06:909,0.19
-0.735,10.671,2.667,-0.499,9.692,1.412,-0.117,0.922,1.154,0.253,1.037,0.039,22,-22.8,-26.6,12.8,145.5,-80.9,18.1,3,999.9,57.42,,,,NaN,,,,,0 / 0,830135,2018-08-27 12:58:07:009,0.19
-1.209,10.327,1.461,-0.516,9.732,1.094,-0.657,0.736,0.4,0.491,0.566,0.138,22,-24.6,-25.8,12.3,144.8,-81.9,22.2,3,999.9,57.42,,,,NaN,,,,,0 / 0,830235,2018-08-27 12:58:07:109,0.19
-0.268,9.546,-0.079,-0.417,9.765,0.796,-0.081,0.01,-0.497,0.047,0.106,0.311,23,-24.8,-25.6,12.2,148.3,-84.3,30,3,999.9,56.54,,,,NaN,,,,,0 / 0,830335,2018-08-27 12:58:07:209,0.19
-0.359,8.955,0.512,-0.377,9.777,0.669,-0.028,-0.729,-0.149,0.168,0.559,0.002,23,-25.5,-24.8,11.2,140.8,-85.1,23.4,3,999.9,56.54,,,,NaN,,,,,0 / 0,830436,2018-08-27 12:58:07:310,0.19
2.356,10.688,-1.401,-0.345,9.787,0.516,2.747,0.674,-1.811,-0.355,0.509,-0.229,23,-26.6,-23.8,11,148.9,-86.3,35.2,3,999.9,56.54,,,,NaN,,,,,0 / 0,830535,2018-08-27 12:58:07:409,0.19
-2.234,10.901,3.448,-0.293,9.784,0.604,-1.941,1.118,2.844,-0.139,1.644,0.629,23,-27.5,-25,7.9,138.8,-86,30.6,3,999.9,51.97,,,,NaN,,,,,0 / 0,830635,2018-08-27 12:58:07:509,0.19
1.786,7.444,-0.35,0.398,9.731,1.147,1.175,-2.326,-1.497,-0.493,0.789,0.642,24,-30.4,-23.4,3.4,95.4,-84.9,-6.3,3,999.9,51.97,,,,NaN,,,,,0 / 0,830735,2018-08-27 12:58:07:609,0.19
0.838,10.178,0.838,0.503,9.734,1.081,0.079,0.511,0.145,0.35,2.428,0.033,24,-32.4,-22.7,-1.7,67.2,-82.6,-24.3,3,999.9,51.97,,,,NaN,,,,,0 / 0,830836,2018-08-27 12:58:07:710,0.19
0.034,10.082,1.827,0.392,9.743,1.045,-0.274,0.275,0.686,0.057,1.39,0.365,27,-32.4,-21.2,-8.9,61.4,-83.6,-20.2,3,999.9,58.82,,,,NaN,,,,,0 / 0,830935,2018-08-27 12:58:07:809,0.19
1.575,9.314,0.448,0.424,9.717,1.254,1.144,-0.52,-0.689,0.107,1.184,-0.196,27,-32.4,-20.4,-11.8,54.4,-82.7,-21.7,3,999.9,58.82,,,,NaN,,,,,0 / 0,831035,2018-08-27 12:58:07:909,0.19
0.594,10.552,1.147,0.122,9.756,0.991,0.443,0.839,0.115,0.163,0.925,-0.094,36,-29.3,-20.8,-15.8,55.9,-83.9,-8.6,3,999.9,58.82,,,,NaN,,,,,0 / 0,831135,2018-08-27 12:58:08:009,0.19
0.852,10.544,1.489,0.095,9.764,0.905,1.015,0.885,0.256,0.08,0.713,-0.102,80,-28.4,-22,-18.4,53.4,-84.6,-6.2,3,999.9,57.43,,,,NaN,,,,,0 / 0,831235,2018-08-27 12:58:08:109,0.19
-0.045,9.558,2.066,-0.049,9.754,1.018,0.147,-0.301,1.022,0.123,0.117,-0.435,80,-28,-21.9,-19.3,55.7,-84.6,-3.8,3,999.9,57.43,,,,NaN,,,,,0 / 0,831336,2018-08-27 12:58:08:210,0.19
-0.785,10.188,1.492,-0.489,9.766,0.752,-0.265,0.386,0.836,0.67,0.079,-0.379,79,-27.1,-23,-19.5,71.9,-84.3,14.9,3,999.9,57.43,,,,NaN,,,,,0 / 0,831435,2018-08-27 12:58:08:309,0.19
-0.237,9.702,1.156,-0.652,9.771,0.526,0.432,-0.1,0.623,-0.009,-0.682,-0.059,79,-26.8,-25.8,-16,115.1,-85.2,52.2,3,999.9,58.65,,,,NaN,,,,,0 / 0,831535,2018-08-27 12:58:08:409,0.19
-0.488,9.776,1.063,-0.69,9.774,0.392,0.334,-0.032,0.508,0.412,-0.692,-0.095,63,-27.5,-25.6,-15.2,117.4,-85.1,52.9,3,999.9,58.65,,,,NaN,,,,,0 / 0,831636,2018-08-27 12:58:08:510,0.19
-1.19,10.666,2.557,-0.604,9.773,0.548,-0.585,0.894,2.009,-0.053,-2.31,0.18,63,-28.9,-26.7,-11.9,128.9,-85.5,60.8,3,999.9,58.65,,,,NaN,,,,,0 / 0,831735,2018-08-27 12:58:08:609,0.19
-0.934,9.426,2.071,-0.284,9.765,0.856,-0.626,-0.344,1.213,0.03,-2.737,0.134,53,-31.4,-25.1,-4.9,105.3,-84.8,20.5,3,999.9,58.65,,,,NaN,,,,,0 / 0,831835,2018-08-27 12:58:08:709,0.19
-0.915,10.097,0.989,-0.037,9.768,0.87,-0.949,0.319,0.157,0.311,-2.804,0.305,53,-31.1,-25.6,4.7,109.5,-84.6,9.9,3,999.9,58.58,,,,NaN,,,,,0 / 0,831936,2018-08-27 12:58:08:810,0.19
-1.183,9.275,1.595,0.216,9.775,0.757,-1.391,-0.476,0.813,0.224,-2.561,0.172,20,-28,-24.2,12.9,102.5,-85.4,-15.9,3,999.9,58.58,,,,NaN,,,,,0 / 0,832035,2018-08-27 12:58:08:909,0.19
0.294,8.593,0.532,0.483,9.765,0.759,-0.188,-1.172,-0.228,-0.34,-2.28,0.275,22,-23.3,-23.2,20,104.6,-85.5,-27,3,999.9,58.58,,,,NaN,,,,,0 / 0,832135,2018-08-27 12:58:09:009,0.19
0.922,9.716,0.469,0.607,9.744,0.927,0.243,-0.298,-0.468,0.096,-1.493,-0.241,22,-18.9,-24.2,24,107.2,-83.8,-34.9,3,999.9,59.3,,,,NaN,,,,,0 / 0,832235,2018-08-27 12:58:09:109,0.19
1.547,11.816,-0.115,0.622,9.743,0.921,0.865,2.187,-1.158,-0.789,-1.484,0.226,23,-13.6,-24.8,25.1,121.4,-83.5,-34,3,999.9,59.3,,,,NaN,,,,,0 / 0,832335,2018-08-27 12:58:09:209,0.19
0.589,9.347,1.903,0.801,9.703,1.176,-0.212,-0.356,0.727,0.165,-1.329,-0.284,23,-10.3,-25.8,25.9,129.1,-81.5,-33.7,3,999.9,59.3,,,,NaN,,,,,0 / 0,832435,2018-08-27 12:58:09:309,0.19
0.146,9.943,-0.388,0.637,9.742,0.925,-0.249,-0.153,-1.282,0.18,-0.835,-0.421,24,-6.4,-26.2,27.4,134.9,-82.5,-35.3,3,999.9,50.35,,,,NaN,,,,,0 / 0,832535,2018-08-27 12:58:09:409,0.19
0.034,9.251,0.275,0.465,9.767,0.747,-0.431,-0.516,-0.471,-0.33,-0.573,-0.019,24,-2.9,-26.3,28.5,143.9,-84.9,-32.8,3,999.9,50.35,,,,NaN,,,,,0 / 0,832635,2018-08-27 12:58:09:509,0.19
1.116,8.574,-0.16,0.469,9.751,0.937,0.647,-1.177,-1.097,-0.017,-0.563,-0.111,23,-1.3,-26.9,27.5,151.6,-83.8,-27,3,999.9,50.35,,,,NaN,,,,,0 / 0,832735,2018-08-27 12:58:09:609,0.19
0.144,11.801,0.589,0.271,9.772,0.784,-0.311,2.221,0.007,0.096,0.25,-0.265,23,0.8,-26.3,26.5,162.1,-84.8,-21.4,3,999.9,56.73,,,,NaN,,,,,0 / 0,832835,2018-08-27 12:58:09:709,0.19
-1.314,10.597,2.373,0.157,9.754,1,-1.472,0.843,1.373,0.118,-0.167,-0.055,25,1.1,-27,26.8,171.1,-84.5,-11.9,3,999.9,56.73,,,,NaN,,,,,0 / 0,832936,2018-08-27 12:58:09:810,0.19
-1.2,10.743,1.077,-0.151,9.787,0.604,-0.984,0.949,0.353,0.572,0.652,-0.299,25,2.3,-26.8,26.9,189.5,-85.8,6,3,999.9,56.73,,,,NaN,,,,,0 / 0,833035,2018-08-27 12:58:09:909,0.19
-0.271,8.375,0.747,-0.346,9.794,0.355,0.167,-1.51,0.323,-0.031,-0.17,-0.094,25,0.9,-25.2,28.8,221.4,-87.4,40.9,3,999.9,49.38,,,,NaN,,,,,0 / 0,833135,2018-08-27 12:58:10:009,0.19
-0.321,9.773,-0.328,-0.395,9.795,0.261,0.074,-0.022,-0.589,0.124,0.111,-0.005,26,1.7,-25.7,29.6,235.4,-87.1,53.6,3,999.9,49.38,,,,NaN,,,,,0 / 0,833235,2018-08-27 12:58:10:109,0.19
-0.493,10.08,0.788,-0.326,9.794,0.368,-0.168,0.286,0.42,-0.049,-0.263,0.072,26,1.7,-24.4,28.9,229.1,-87.3,48.9,3,999.9,49.38,,,,NaN,,,,,0 / 0,833335,2018-08-27 12:58:10:209,0.19
-0.5,9.582,0.12,-0.303,9.794,0.403,-0.198,-0.212,-0.284,0.039,-0.464,-0.054,26,1.6,-25.2,28.6,218.6,-87.1,38.1,3,999.9,49.38,,,,NaN,,,,,0 / 0,833435,2018-08-27 12:58:10:309,0.19
0.017,9.702,0.374,-0.174,9.797,0.401,0.231,-0.091,-0.24,-0.15,-0.406,0.174,26,3.1,-24.7,28.4,215,-87.4,30.2,3,999.9,57.39,,,,NaN,,,,,0 / 0,833535,2018-08-27 12:58:10:409,0.19
-0.354,10.161,0.225,-0.047,9.804,0.237,-0.393,0.449,-0.18,0.215,-0.571,0.311,25,5.8,-25.7,25.5,209,-88,19.1,3,999.9,57.39,,,,NaN,,,,,0 / 0,833635,2018-08-27 12:58:10:509,0.19
0.081,10.14,0.213,0.221,9.804,0.071,-0.139,0.336,0.142,0.23,-0.656,0.284,25,6.2,-25.1,26.6,153.6,-88.9,-39.8,3,999.9,57.39,,,,NaN,,,,,0 / 0,833736,2018-08-27 12:58:10:610,0.19
0.639,10.583,1.08,0.352,9.8,-0.076,-0.034,0.766,1.419,0.278,-0.445,0.043,23,7,-24.1,26.5,94.8,-87.9,-102.2,3,999.9,58.06,,,,NaN,,,,,0 / 0,833835,2018-08-27 12:58:10:709,0.19
1.221,9.589,-0.182,0.416,9.794,-0.266,0.805,-0.205,0.084,0.124,-0.751,-0.103,22,7.7,-23.6,29,75.9,-87.2,-119.9,3,999.9,58.06,,,,NaN,,,,,0 / 0,833935,2018-08-27 12:58:10:809,0.19
-0.555,9.754,0.05,0.266,9.795,-0.391,-0.855,-0.012,0.51,0.165,0.328,-0.215,22,9.3,-23,28.9,62.2,-87.2,-136.9,3,999.9,58.06,,,,NaN,,,,,0 / 0,834036,2018-08-27 12:58:10:910,0.19
-0.223,9.56,-0.172,0.128,9.794,-0.482,-0.35,-0.234,0.309,-0.136,0.365,-0.036,22,9.4,-22.7,30.8,33.4,-86.9,-164.1,3,999.9,55.7,,,,NaN,,,,,0 / 0,834136,2018-08-27 12:58:11:010,0.19
0.256,9.843,-0.395,0.017,9.801,-0.331,0.191,0.016,-0.076,-0.045,0.842,-0.18,22,8,-22.7,29.7,29.5,-87.8,-166.7,3,999.9,55.7,,,,NaN,,,,,0 / 0,834235,2018-08-27 12:58:11:109,0.19
-0.467,10.288,-0.436,-0.205,9.799,-0.319,-0.319,0.498,-0.143,0.215,1.52,-0.355,20,6,-22.4,31,343.7,-88.1,153.2,3,999.9,55.7,,,,NaN,,,,,0 / 0,834335,2018-08-27 12:58:11:209,0.19
-0.354,9.613,-1.154,-0.413,9.794,-0.294,0.176,-0.161,-0.797,-0.52,1.9,-0.318,20,1.4,-22.4,32.5,322.7,-86.9,140.5,3,999.9,56.64,,,,NaN,,,,,0 / 0,834435,2018-08-27 12:58:11:309,0.19
-1.173,9.24,0.565,-0.65,9.785,-0.002,-0.648,-0.61,0.55,-0.648,1.848,-0.096,19,-5.1,-24.5,29.7,265.4,-86.3,97.9,3,999.9,56.64,,,,NaN,,,,,0 / 0,834535,2018-08-27 12:58:11:409,0.19
-1.714,10.044,0.903,-0.823,9.767,0.301,-0.896,0.214,0.748,-0.134,2.078,-0.058,19,-9.7,-25.7,28,230.8,-85.4,71,3,999.9,56.64,,,,NaN,,,,,0 / 0,834636,2018-08-27 12:58:11:510,0.19
-3.113,10.432,2.14,-1.024,9.744,0.422,-2.022,0.563,1.632,-0.309,2.073,0.118,20,-16.7,-26.5,23.6,211.2,-83.8,69.2,3,999.9,56.64,,,,NaN,,,,,0 / 0,834735,2018-08-27 12:58:11:609,0.19
-0.876,8.684,0.692,-1.162,9.718,0.616,0.19,-0.95,0.088,-0.368,1.299,0.021,17,-21.1,-26.1,19.9,195.4,-82.6,63.4,3,999.9,54.19,,,,NaN,,,,,0 / 0,834835,2018-08-27 12:58:11:709,0.19
-0.912,9.764,0.213,-1.189,9.703,0.786,0.298,0.045,-0.558,-0.077,1.242,0.264,17,-22.7,-27.1,16,183.1,-81.4,57.5,3,999.9,54.19,,,,NaN,,,,,0 / 0,834935,2018-08-27 12:58:11:809,0.19
-1.039,10.226,0.771,-1.093,9.711,0.822,0.112,0.448,-0.027,0.058,1.098,0.112,25,-25.9,-26.9,12.6,170.7,-82,53.1,3,999.9,54.19,,,,NaN,,,,,0 / 0,835035,2018-08-27 12:58:11:909,0.19
-1.504,10.149,1.142,-1.041,9.731,0.63,-0.508,0.502,0.656,0.13,0.653,0.217,25,-27.2,-26.6,10,169.8,-82.5,57.5,3,999.9,55,,,,NaN,,,,,0 / 0,835136,2018-08-27 12:58:12:010,0.19
-1.082,9.611,0.804,-0.953,9.748,0.48,-0.115,-0.169,0.363,0.29,0.61,-0.017,27,-27.9,-25.7,8,170.6,-83.6,61.2,3,999.9,55,,,,NaN,,,,,0 / 0,835235,2018-08-27 12:58:12:109,0.19
-0.984,9.309,1.255,-1.02,9.75,0.248,-0.009,-0.492,1.045,0.345,0.223,-0.136,27,-28.8,-25.4,7.9,179.9,-83.9,74.5,3,999.9,55,,,,NaN,,,,,0 / 0,835335,2018-08-27 12:58:12:209,0.19
-0.474,11.325,-0.979,-0.965,9.759,0.009,1.233,1.86,-2.472,-0.214,1.524,0.115,24,-28.3,-25.5,7.5,190.6,-83.8,86,3,999.9,59.94,,,,NaN,,,,,0 / 0,835435,2018-08-27 12:58:12:309,0.19
-0.488,8.734,0.627,-0.651,9.785,-0.009,0.241,-0.996,0.481,-0.367,0.754,0.257,24,-30.3,-24.9,4.1,192.1,-85.9,95.2,3,999.9,59.94,,,,NaN,,,,,0 / 0,835535,2018-08-27 12:58:12:409,0.19
0.915,9.455,-0.572,-0.324,9.799,0.214,1.308,-0.749,-1.047,-0.176,1.435,0.087,22,-31,-24.4,-1.1,150.2,-87.5,61.1,3,999.9,59.94,,,,NaN,,,,,0 / 0,835636,2018-08-27 12:58:12:510,0.19
-0.35,10.836,1.286,-0.205,9.802,0.216,-0.111,1.025,0.995,-0.19,1.34,0.219,27,-30.7,-23.5,-5.1,140.4,-88.2,55.1,3,999.9,54.04,,,,NaN,,,,,0 / 0,835735,2018-08-27 12:58:12:609,0.19
0.304,9.718,-0.646,0.013,9.801,0.339,0.291,-0.082,-0.986,-0.127,0.988,0.213,27,-31.3,-23.2,-9.9,78.5,-88.1,5.1,3,999.9,54.04,,,,NaN,,,,,0 / 0,835836,2018-08-27 12:58:12:710,0.19
