ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,OUT
-0.01,9.752,1.097,0.019,9.772,0.824,0.041,0.064,0.346,-0.409,0.407,-0.179,34,9.2,-25.9,25.1,194.1,-85.6,-4.7,3,999.9,54.79,,,,NaN,,,,,0 / 0,815135,2018-08-27 12:57:52:009,0.19
0.366,9.505,1.113,0.108,9.729,1.228,0.259,-0.224,-0.115,-0.036,0.72,0.088,32,8.3,-26.5,25.1,195.4,-83.3,-2.7,3,999.9,56.52,,,,NaN,,,,,0 / 0,815235,2018-08-27 12:57:52:109,0.19
-0.462,10.525,0.532,-0.042,9.765,0.9,-0.42,0.76,-0.368,0.349,1.781,0.083,32,6.5,-27.1,25.2,192.6,-83.4,-1.6,3,999.9,56.52,,,,NaN,,,,,0 / 0,815336,2018-08-27 12:57:52:210,0.19
-1.731,8.911,1.669,-0.019,9.772,0.825,-1.42,-0.291,0.763,-0.124,1.853,0.26,31,1.3,-25.9,26.6,186.5,-85.3,2.8,3,999.9,56.52,,,,NaN,,,,,0 / 0,815435,2018-08-27 12:57:52:309,0.19
-0.795,9.295,1.31,-0.166,9.772,0.81,-0.629,-0.477,0.5,-0.127,2.093,0.243,31,-6.6,-26.5,25.3,177.4,-85.2,10.7,3,999.9,61.09,,,,NaN,,,,,0 / 0,815535,2018-08-27 12:57:52:409,0.19
-1.374,9.984,2.967,-0.303,9.759,0.919,-1.072,0.225,2.048,-0.184,2.259,0.128,30,-11.8,-25.8,24.4,173,-84.7,16.1,3,999.9,61.09,,,,NaN,,,,,0 / 0,815635,2018-08-27 12:57:52:509,0.19
-0.069,9.63,0.374,-0.42,9.735,1.108,0.351,-0.105,-0.734,-0.057,1.738,0.265,26,-17.8,-25.5,20.2,164,-83.1,21.3,3,999.9,61.09,,,,NaN,,,,,0 / 0,815735,2018-08-27 12:57:52:609,0.19
-0.577,10.046,1.219,-0.417,9.746,1.005,-0.16,0.3,0.213,0.099,1.675,0.342,26,-22.2,-25.6,15.7,151.6,-83.5,22.9,3,999.9,61.09,,,,NaN,,,,,0 / 0,815836,2018-08-27 12:57:52:710,0.19
-0.474,9.86,0.919,-0.328,9.747,1.025,-0.146,0.112,-0.106,0.039,1.321,0.116,27,-26.5,-25.6,12.3,137.8,-83.6,17.6,3,999.9,54.34,,,,NaN,,,,,0 / 0,815935,2018-08-27 12:57:52:809,0.19
-0.563,9.666,1.693,-0.266,9.753,0.993,-0.296,-0.087,0.7,-0.127,1.043,0.163,27,-27.7,-24.8,9.1,128.1,-84.1,16.5,3,999.9,54.34,,,,NaN,,,,,0 / 0,816035,2018-08-27 12:57:52:909,0.19
-0.031,9.778,0.816,-0.202,9.744,1.09,0.171,0.034,-0.274,-0.331,0.911,0.174,32,-30.1,-24.1,8,122.9,-83.9,12.4,3,999.9,54.34,,,,NaN,,,,,0 / 0,816136,2018-08-27 12:57:53:010,0.19
0.816,9.302,0.824,-0.105,9.724,1.265,0.922,-0.422,-0.441,-0.185,0.632,0.159,32,-29.8,-23.8,2.7,107.5,-82.8,6.5,3,999.9,55.18,,,,NaN,,,,,0 / 0,816235,2018-08-27 12:57:53:109,0.19
2.555,11.162,-0.354,0.076,9.745,1.096,2.479,1.417,-1.45,0.089,0.826,0.038,35,-31.1,-22.9,0.7,96.3,-83.1,-0.7,3,999.9,55.18,,,,NaN,,,,,0 / 0,816335,2018-08-27 12:57:53:209,0.19
-0.371,9.314,2.514,0.338,9.73,1.176,-0.662,-0.534,1.103,-0.032,0.988,0.355,35,-32.2,-23,-3.1,76.6,-83.1,-13,3,999.9,55.18,,,,NaN,,,,,0 / 0,816435,2018-08-27 12:57:53:309,0.19
0.579,9.201,0.091,0.444,9.694,1.417,0.136,-0.492,-1.326,-0.22,1.197,0.077,33,-33.6,-21.2,-5.3,68.4,-81.7,-18.5,3,999.9,51.95,,,,NaN,,,,,0 / 0,816535,2018-08-27 12:57:53:409,0.19
0.275,10.492,2.097,0.313,9.685,1.51,-0.037,0.807,0.588,-0.164,1.503,0.119,39,-32.8,-21.2,-10.6,64.9,-81.2,-13.4,3,999.9,51.95,,,,NaN,,,,,0 / 0,816636,2018-08-27 12:57:53:510,0.19
0.709,9.951,1.109,0.382,9.665,1.617,0.327,0.286,-0.508,-0.036,1.096,0.333,39,-31.3,-20.2,-13.8,59.4,-80.4,-12.1,3,999.9,51.95,,,,NaN,,,,,0 / 0,816735,2018-08-27 12:57:53:609,0.19
0.84,10.111,1.353,0.315,9.694,1.451,0.525,0.417,-0.098,0.488,1.091,-0.039,91,-30.6,-20.1,-16.8,52.7,-80.6,-13.2,3,999.9,55.76,,,,NaN,,,,,0 / 0,816835,2018-08-27 12:57:53:709,0.19
0.783,10.271,0.919,0.154,9.752,1.026,0.483,0.419,-0.102,0.333,0.998,-0.127,91,-29.2,-21.1,-18.2,51.7,-83.5,-9.8,3,999.9,55.76,,,,NaN,,,,,0 / 0,816935,2018-08-27 12:57:53:809,0.19
0.318,9.824,0.994,0.038,9.767,0.882,0.281,0.057,0.112,0.118,0.713,-0.083,73,-27.5,-21.9,-19.9,52.9,-84.7,-4.4,3,999.9,55.76,,,,NaN,,,,,0 / 0,817035,2018-08-27 12:57:53:909,0.19
0.405,9.62,1.642,0.06,9.783,0.67,0.345,-0.163,0.972,0.364,0.622,0.144,73,-25.9,-22,-22.4,49.4,-85.6,-2.6,3,999.9,55.76,,,,NaN,,,,,0 / 0,817136,2018-08-27 12:57:54:010,0.19
0.577,9.716,1.472,0.23,9.774,0.762,0.347,-0.058,0.71,-0.092,0.155,0.107,44,-26.6,-21.2,-22.9,38.2,-85.8,-13.3,3,999.9,60.5,,,,NaN,,,,,0 / 0,817235,2018-08-27 12:57:54:109,0.19
0.704,9.939,0.994,0.254,9.769,0.818,0.45,0.17,0.175,0.195,-0.374,-0.056,44,-25.3,-21.1,-24.5,29.6,-84.8,-17,3,999.9,60.5,,,,NaN,,,,,0 / 0,817335,2018-08-27 12:57:54:209,0.19
0.706,10.135,1.326,0.383,9.775,0.686,0.323,0.36,0.64,0.138,-1.097,0.162,46,-26.5,-21.5,-23.8,26.7,-85.3,-20.9,3,999.9,60.5,,,,NaN,,,,,0 / 0,817435,2018-08-27 12:57:54:309,0.19
0.893,9.606,1.523,0.609,9.768,0.623,0.284,-0.162,0.9,-0.072,-2.101,-0.006,74,-29,-21.5,-19.1,15.9,-85.3,-40.3,3,999.9,64.08,,,,NaN,,,,,0 / 0,817535,2018-08-27 12:57:54:409,0.19
0.711,9.57,1.132,0.78,9.76,0.56,-0.069,-0.19,0.573,-0.213,-2.703,0.132,74,-31.6,-21,-12.4,16,-84.8,-49.2,3,999.9,64.08,,,,NaN,,,,,0 / 0,817635,2018-08-27 12:57:54:509,0.19
0.572,8.952,1.693,0.831,9.739,0.792,-0.259,-0.787,0.901,-0.452,-2.965,-0.39,31,-33.5,-21.4,-2.8,28,-83.6,-52.3,3,999.9,64.08,,,,NaN,,,,,0 / 0,817735,2018-08-27 12:57:54:609,0.19
1.353,8.89,1.554,0.525,9.689,1.419,0.828,-0.799,0.135,-1.236,-2.353,-0.946,31,-31.6,-23.5,4.3,68.5,-82.3,-30.1,3,999.9,59.8,,,,NaN,,,,,0 / 0,817836,2018-08-27 12:57:54:710,0.19
1.456,8.952,3.417,0.46,9.634,1.776,1.011,-0.542,1.585,-0.467,-2.84,-0.664,34,-28.2,-25.7,9.1,99,-79.8,-14.3,3,999.9,59.8,,,,NaN,,,,,0 / 0,817935,2018-08-27 12:57:54:809,0.19
1.317,10.259,1.942,0.711,9.532,2.193,0.606,0.728,-0.252,-0.333,-2.17,-0.066,34,-21.4,-27.7,14.8,118.8,-76.9,-15.2,3,999.9,59.8,,,,NaN,,,,,0 / 0,818035,2018-08-27 12:57:54:909,0.19
0.12,10.621,2.373,0.779,9.545,2.112,-0.659,1.076,0.261,0.057,-1.649,-0.353,45,-18.1,-27.6,18.9,125.8,-76.5,-20.1,3,999.9,55.06,,,,NaN,,,,,0 / 0,818135,2018-08-27 12:57:55:009,0.19
0.014,9.493,0.675,0.824,9.608,1.782,-0.812,-0.072,-1.078,0.059,-1.48,-0.211,45,-13.8,-28.9,24.2,133.7,-78,-23.8,3,999.9,55.06,,,,NaN,,,,,0 / 0,818235,2018-08-27 12:57:55:109,0.19
0.67,9.369,0.278,0.753,9.631,1.687,-0.082,-0.262,-1.409,-0.129,-1.231,-0.248,35,-9.2,-28.1,24.9,140.5,-78.9,-24.5,3,999.9,55.06,,,,NaN,,,,,0 / 0,818335,2018-08-27 12:57:55:209,0.19
0.244,9.359,2.186,0.691,9.615,1.801,-0.447,-0.256,0.385,-0.107,-0.886,-0.165,37,-4.9,-29.3,24.7,152.2,-78.8,-21.7,3,999.9,60.16,,,,NaN,,,,,0 / 0,818435,2018-08-27 12:57:55:309,0.19
-0.031,9.704,2.006,0.68,9.618,1.787,-0.711,0.086,0.22,-0.058,-0.194,0.11,37,-2.5,-29.3,24.4,157.3,-78.9,-20.4,3,999.9,60.16,,,,NaN,,,,,0 / 0,818535,2018-08-27 12:57:55:409,0.19
0.074,10.947,1.07,0.603,9.67,1.516,-0.639,1.289,-0.276,-0.173,-0.143,-0.104,41,-2.8,-29.2,25,154.6,-80.2,-23,3,999.9,60.16,,,,NaN,,,,,0 / 0,818635,2018-08-27 12:57:55:509,0.19
0.096,10.688,0.886,0.655,9.637,1.693,-0.446,0.687,-0.726,-0.185,-0.012,0.018,41,-1.4,-28.9,25,159.9,-79.5,-21.7,3,999.9,60.16,,,,NaN,,,,,0 / 0,818736,2018-08-27 12:57:55:610,0.19
0.103,9.45,1.18,0.543,9.604,1.907,-0.44,-0.154,-0.726,0.179,-0.338,-0.378,42,-1.7,-29.6,24.1,161.3,-78,-18.3,3,999.9,57.04,,,,NaN,,,,,0 / 0,818835,2018-08-27 12:57:55:709,0.19
0.259,9.9,1.513,0.44,9.652,1.678,-0.182,0.248,-0.165,-0.096,-0.429,-0.105,42,-0.1,-29.8,24.4,167.5,-79.7,-15.1,3,999.9,57.04,,,,NaN,,,,,0 / 0,818936,2018-08-27 12:57:55:810,0.19
-0.057,9.668,1.942,0.385,9.667,1.601,-0.442,0.001,0.341,0.407,-0.362,-0.122,40,1.4,-29.6,23,170.9,-79.7,-13.5,3,999.9,57.04,,,,NaN,,,,,0 / 0,819035,2018-08-27 12:57:55:909,0.19
0.508,9.977,0.903,0.395,9.716,1.268,0.113,0.261,-0.365,0.257,-0.477,0.005,40,3.8,-28.8,23,173.8,-81.4,-14.7,3,999.9,55.13,,,,NaN,,,,,0 / 0,819135,2018-08-27 12:57:56:009,0.19
0.548,10.961,0.043,0.429,9.758,0.88,0.119,1.203,-0.837,0.134,-0.653,-0.053,39,5,-27.7,25,169.1,-83.3,-21.7,3,999.9,55.13,,,,NaN,,,,,0 / 0,819235,2018-08-27 12:57:56:109,0.19
0.618,9.594,1.748,0.433,9.756,0.9,0.182,-0.162,0.871,-0.13,-0.75,-0.127,34,7.1,-27.5,24.4,169,-84.3,-27.7,3,999.9,55.13,,,,NaN,,,,,0 / 0,819335,2018-08-27 12:57:56:209,0.19
0.666,9.091,0.864,0.308,9.762,0.886,0.405,-0.577,-0.161,0.436,-0.868,-0.379,34,8.5,-27.2,26,179.9,-84.5,-19.2,3,999.9,56.94,,,,NaN,,,,,0 / 0,819435,2018-08-27 12:57:56:309,0.19
0.136,9.977,1.379,0.224,9.757,0.959,-0.087,0.22,0.42,-0.422,-0.35,-0.168,34,9.9,-25.6,25.1,184.1,-85.1,-16.6,3,999.9,56.94,,,,NaN,,,,,0 / 0,819535,2018-08-27 12:57:56:409,0.19
0.038,8.979,1.796,0.361,9.715,1.286,0.041,-1.084,0.46,-0.38,-0.256,0.253,34,11,-26.6,24.4,190.5,-83.2,-12.9,3,999.9,56.94,,,,NaN,,,,,0 / 0,819636,2018-08-27 12:57:56:510,0.19
0.39,10.216,0.577,0.3,9.69,1.479,0.141,0.476,-0.823,-0.05,0.274,-0.061,36,10.8,-27.8,23.5,190.8,-81.2,-12.2,3,999.9,58.24,,,,NaN,,,,,0 / 0,819735,2018-08-27 12:57:56:609,0.19
-0.024,9.936,1.76,0.211,9.651,1.728,-0.235,0.285,0.031,-0.135,0.638,0.14,36,11.1,-28.3,22.9,195.4,-80.1,-7.5,3,999.9,58.24,,,,NaN,,,,,0 / 0,819835,2018-08-27 12:57:56:709,0.19
0.476,9.431,2.548,0.23,9.617,1.905,0.246,-0.186,0.642,-0.11,0.666,0.032,36,9.5,-29,22.7,193.3,-79,-7.5,3,999.9,58.24,,,,NaN,,,,,0 / 0,819935,2018-08-27 12:57:56:809,0.19
-0.019,10.451,0.776,0.15,9.684,1.536,-0.169,0.767,-0.76,0.511,1.606,0.241,36,7,-28.6,24.2,189,-80.1,-5.6,3,999.9,60.39,,,,NaN,,,,,0 / 0,820036,2018-08-27 12:57:56:910,0.19
-1.013,9.515,1.571,0.545,9.756,0.829,-1.524,-0.323,0.672,0.621,1.608,0.832,33,1,-26.9,26.7,161.2,-84,-25.1,3,999.9,60.39,,,,NaN,,,,,0 / 0,820135,2018-08-27 12:57:57:009,0.19
0.534,8.998,0.565,0.75,9.738,0.879,-0.216,-0.741,-0.314,0.395,1.853,0.291,33,-5.3,-25.9,27.9,138.9,-83.4,-36.8,3,999.9,60.39,,,,NaN,,,,,0 / 0,820236,2018-08-27 12:57:57:110,0.19
-0.613,10.319,1.36,0.564,9.758,0.792,-1,0.094,0.692,0.198,2.468,-0.289,28,-8.9,-25.7,28.3,130.4,-84.3,-35.5,3,999.9,58.3,,,,NaN,,,,,0 / 0,820335,2018-08-27 12:57:57:209,0.19
-0.541,9.785,2.538,0.127,9.76,0.946,-0.541,0.049,1.547,-0.329,1.723,0.047,28,-15.9,-25,25.1,138.8,-85.1,-13.8,3,999.9,58.3,,,,NaN,,,,,0 / 0,820435,2018-08-27 12:57:57:309,0.19
-0.057,9.852,1.786,0.068,9.763,0.926,-0.126,0.09,0.86,0.126,1.637,0.415,25,-22,-24.6,19.7,136.1,-84.4,-0.7,3,999.9,58.3,,,,NaN,,,,,0 / 0,820535,2018-08-27 12:57:57:409,0.19
-0.285,9.517,2.016,0.342,9.756,0.936,-0.627,-0.239,1.08,0.12,1.522,0.295,25,-26.9,-23.5,16.7,114.5,-84.5,-13.6,3,999.9,58.3,,,,NaN,,,,,0 / 0,820635,2018-08-27 12:57:57:509,0.19
0.393,9.556,0.539,0.46,9.762,0.818,0.021,-0.316,-0.169,0.006,1.36,0.336,25,-28.7,-21.5,11.2,95.6,-84.5,-23.9,3,999.9,53.69,,,,NaN,,,,,0 / 0,820736,2018-08-27 12:57:57:610,0.19
0.891,10.729,0.493,0.487,9.76,0.819,0.404,0.969,-0.326,0.165,1.195,0.121,29,-29.9,-21.7,8.8,80,-84.3,-30.5,3,999.9,53.69,,,,NaN,,,,,0 / 0,820835,2018-08-27 12:57:57:709,0.19
1.207,9.141,1.283,0.571,9.745,0.933,0.667,-0.65,0.288,0.031,0.744,0.122,29,-31.6,-21.5,4.4,71.3,-83.9,-31.4,3,999.9,53.69,,,,NaN,,,,,0 / 0,820935,2018-08-27 12:57:57:809,0.19
3.01,9.888,-1.482,0.638,9.762,0.688,2.458,0.163,-2.299,0.395,0.84,0.071,29,-32.2,-20.3,2.5,63.7,-83.9,-34.9,3,999.9,55.43,,,,NaN,,,,,0 / 0,821035,2018-08-27 12:57:57:909,0.19
1.295,9.812,1.966,0.848,9.74,0.758,0.258,0.351,1.431,-0.015,1.026,0.311,29,-32.3,-20.3,-1.1,44.4,-83.6,-46.8,3,999.9,55.43,,,,NaN,,,,,0 / 0,821136,2018-08-27 12:57:58:010,0.19
1.571,9.383,0.134,1.05,9.712,0.863,0.535,-0.37,-0.83,0.361,0.748,0.177,31,-33.4,-19.4,-4.6,36.6,-82.1,-47.7,3,999.9,55.43,,,,NaN,,,,,0 / 0,821235,2018-08-27 12:57:58:109,0.19
1.374,9.735,0.045,1.163,9.71,0.726,0.242,0.039,-0.64,-0.039,0.962,0.234,35,-34.3,-18.5,-5.9,25.1,-82.2,-56.8,3,999.9,60.42,,,,NaN,,,,,0 / 0,821335,2018-08-27 12:57:58:209,0.19
1.159,10.408,0.869,1.253,9.695,0.775,-0.226,0.696,0.161,0.203,0.992,0.143,35,-34.3,-18.6,-8.3,21,-81.4,-57.6,3,999.9,60.42,,,,NaN,,,,,0 / 0,821435,2018-08-27 12:57:58:309,0.19
1.274,9.862,-0.139,1.243,9.716,0.48,0.057,0.168,-0.614,0.366,0.718,-0.039,48,-32.9,-18.1,-11.9,4.4,-81.9,-66,3,999.9,60.42,,,,NaN,,,,,0 / 0,821535,2018-08-27 12:57:58:409,0.19
1.159,10.676,1.171,1.116,9.739,0.264,0.114,0.891,0.795,0.256,0.839,-0.23,48,-31.7,-18.6,-13.7,349.3,-83,-76.3,3,999.9,60.6,,,,NaN,,,,,0 / 0,821635,2018-08-27 12:57:58:509,0.19
0.666,9.934,1.702,0.921,9.758,0.33,-0.395,0.08,1.61,0.039,0.781,-0.203,68,-32.2,-19.2,-15.4,350.3,-84.1,-72.6,3,999.9,60.6,,,,NaN,,,,,0 / 0,821735,2018-08-27 12:57:58:609,0.19
1.736,9.749,-0.187,0.796,9.773,0.155,0.978,-0.004,-0.34,0.24,0.384,0.044,68,-30.5,-20.4,-16,348.4,-85,-72.2,3,999.9,60.6,,,,NaN,,,,,0 / 0,821836,2018-08-27 12:57:58:710,0.19
0.371,10.456,1.52,0.832,9.769,0.19,-0.518,0.708,1.349,0.091,0.233,-0.025,57,-29.7,-20.6,-17.3,339.4,-85,-78.6,3,999.9,60.6,,,,NaN,,,,,0 / 0,821935,2018-08-27 12:57:58:809,0.19
1.786,8.957,-0.163,0.991,9.755,0.167,0.936,-0.915,-0.308,-0.129,-0.744,0.195,57,-30.7,-20.2,-17.4,337.8,-84.7,-80.8,3,999.9,60.72,,,,NaN,,,,,0 / 0,822036,2018-08-27 12:57:58:910,0.19
2.121,9.551,1.192,1.06,9.746,0.238,1.064,-0.157,0.978,-0.268,-1.149,-0.226,50,-31.7,-20,-15.8,341.3,-83.7,-80.1,3,999.9,60.72,,,,NaN,,,,,0 / 0,822135,2018-08-27 12:57:59:009,0.19
1.425,9.649,1.863,1.184,9.719,0.562,0.202,-0.067,1.299,-0.546,-2.383,-0.077,73,-32.8,-19.9,-12.7,4.2,-82.3,-64.6,3,999.9,60.72,,,,NaN,,,,,0 / 0,822236,2018-08-27 12:57:59:110,0.19
0.793,8.789,2.938,1.243,9.701,0.717,-0.652,-0.818,2.034,-0.111,-3.472,-0.41,73,-34.7,-19.9,-5.5,23.1,-81.4,-60.9,3,999.9,60.22,,,,NaN,,,,,0 / 0,822335,2018-08-27 12:57:59:209,0.19
-1.109,11.521,1.262,0.655,9.778,0.355,-1.648,1.413,0.717,0.656,-2.732,-0.209,24,-32.1,-22.4,8.3,51.4,-85,-55.3,3,999.9,60.22,,,,NaN,,,,,0 / 0,822435,2018-08-27 12:57:59:309,0.19
0.757,8.557,-0.153,0.735,9.756,0.671,0.173,-1.252,-0.767,-0.809,-3.034,0.027,24,-28.3,-23.1,17,73.7,-84.7,-51.2,3,999.9,60.22,,,,NaN,,,,,0 / 0,822535,2018-08-27 12:57:59:409,0.19
2.61,9.386,-0.63,0.977,9.723,0.828,1.786,-0.347,-1.132,-0.677,-1.647,0.094,25,-22.4,-23.6,21.8,91.5,-83,-48.9,3,999.9,61.75,,,,NaN,,,,,0 / 0,822635,2018-08-27 12:57:59:509,0.19
1.676,10.374,2.172,1.239,9.669,1.073,0.401,0.62,1.153,-0.414,-0.996,0.149,25,-18.3,-25.9,23.9,99.9,-81,-48.9,3,999.9,61.75,,,,NaN,,,,,0 / 0,822736,2018-08-27 12:57:59:610,0.19
1.537,10.085,0.488,1.289,9.649,1.188,0.2,0.489,-0.802,0.277,-1.694,-0.491,28,-14.8,-26.5,24.2,106.4,-79.1,-46.5,3,999.9,61.75,,,,NaN,,,,,0 / 0,822835,2018-08-27 12:57:59:709,0.19
0.479,9.204,0.931,1.187,9.692,0.912,-0.708,-0.488,0.02,-0.121,-1.261,-0.08,28,-9.3,-26.9,26,115.5,-81,-51.1,3,999.9,57.37,,,,NaN,,,,,0 / 0,822936,2018-08-27 12:57:59:810,0.19
0.804,9.527,0.455,1.082,9.72,0.724,-0.29,-0.219,-0.255,0.095,-0.576,-0.2,29,-4.9,-26.9,26.9,117.8,-81.7,-54.3,3,999.9,57.37,,,,NaN,,,,,0 / 0,823035,2018-08-27 12:57:59:909,0.19
0.333,10.439,0.12,0.811,9.759,0.53,-0.502,0.616,-0.307,0.025,-0.14,-0.13,29,-3.3,-25.9,28.4,120.4,-83.5,-56.7,3,999.9,57.37,,,,NaN,,,,,0 / 0,823135,2018-08-27 12:58:00:009,0.19
-0.311,10.774,1.42,0.555,9.786,0.322,-0.905,1.257,0.94,0.424,-0.128,-0.307,29,-2.2,-26.1,27.4,120.4,-85.1,-57.3,3,999.9,59.38,,,,NaN,,,,,0 / 0,823235,2018-08-27 12:58:00:109,0.19
0.39,9.043,0.304,0.46,9.794,0.193,-0.195,-0.72,0.375,-0.154,-0.631,-0.001,31,-1.9,-24.8,26.9,106.5,-87.1,-71.8,3,999.9,59.38,,,,NaN,,,,,0 / 0,823335,2018-08-27 12:58:00:209,0.19
-0.177,9.426,0.491,0.362,9.797,0.241,-0.58,-0.318,0.37,-0.027,-0.135,-0.098,31,-0.8,-24.9,26.6,122.1,-87.3,-57.9,3,999.9,59.38,,,,NaN,,,,,0 / 0,823435,2018-08-27 12:58:00:309,0.19
-0.127,9.946,0.352,0.259,9.798,0.324,-0.389,0.22,-0.07,-0.122,-0.238,-0.046,32,1.3,-25,26.6,139.3,-87.6,-44.2,3,999.9,50.07,,,,NaN,,,,,0 / 0,823536,2018-08-27 12:58:00:410,0.19
0.098,9.599,-0.558,0.22,9.796,0.4,-0.1,-0.212,-0.967,-0.05,-0.437,-0.036,32,1.3,-26.5,26.8,150.8,-87.4,-32.5,3,999.9,50.07,,,,NaN,,,,,0 / 0,823635,2018-08-27 12:58:00:509,0.19
0.658,9.946,0.105,0.179,9.797,0.387,0.491,0.175,-0.296,-0.032,-0.555,-0.061,34,3.4,-25.9,26.2,161.5,-87.5,-25.5,3,999.9,50.07,,,,NaN,,,,,0 / 0,823735,2018-08-27 12:58:00:609,0.19
0.321,10.039,0.12,0.332,9.798,0.248,-0.031,0.22,-0.145,0.138,-0.869,0.215,34,4.9,-24.5,25.7,151.9,-87.7,-40,3,999.9,50.07,,,,NaN,,,,,0 / 0,823835,2018-08-27 12:58:00:709,0.19
0.836,10.365,-0.735,0.482,9.795,0.022,0.354,0.57,-0.757,0.046,-0.814,0.235,33,6.2,-25.3,26.5,120.1,-87.5,-74.4,3,999.9,52.57,,,,NaN,,,,,0 / 0,823935,2018-08-27 12:58:00:809,0.19
0,10.427,-0.678,0.434,9.788,-0.419,-0.434,0.639,-0.258,0.799,-0.502,-0.179,29,7.8,-24.7,26.2,90.5,-86.8,-109.6,3,999.9,52.57,,,,NaN,,,,,0 / 0,824035,2018-08-27 12:58:00:909,0.19
1.2,8.818,1.286,0.479,9.787,-0.404,0.756,-0.935,1.759,-0.082,-0.739,-0.089,29,9.7,-23.6,26.2,64.6,-85.9,-138.9,3,999.9,52.57,,,,NaN,,,,,0 / 0,824135,2018-08-27 12:58:01:009,0.19
2.014,10.078,0.237,0.477,9.792,-0.242,1.657,0.269,0.479,-0.494,-1.171,-0.113,28,12.7,-23.6,24.2,78.3,-86.5,-130.3,3,999.9,59.36,,,,NaN,,,,,0 / 0,824236,2018-08-27 12:58:01:110,0.19
-0.498,9.678,0.709,0.525,9.793,-0.027,-1.023,-0.115,0.736,0.047,-0.622,0.097,28,14.8,-23.4,22.9,119,-87.1,-93.4,3,999.9,59.36,,,,NaN,,,,,0 / 0,824335,2018-08-27 12:58:01:209,0.19
0.455,9.575,-0.84,0.618,9.786,0.158,-0.163,-0.211,-0.998,-0.352,-0.112,0.091,28,14.3,-24.8,26,130.7,-86.5,-79.8,3,999.9,59.36,,,,NaN,,,,,0 / 0,824435,2018-08-27 12:58:01:309,0.19
0.249,9.807,0.235,0.599,9.782,0.342,-0.35,0.025,-0.107,-0.088,0.672,0.011,28,16.9,-25,25,152.5,-86,-63.1,3,999.9,57.35,,,,NaN,,,,,0 / 0,824536,2018-08-27 12:58:01:410,0.19
0.354,9.714,-0.697,0.542,9.789,0.236,-0.188,-0.075,-0.933,0.047,0.856,0.178,28,14.8,-25.3,26.5,149.4,-86.6,-62,3,999.9,57.35,,,,NaN,,,,,0 / 0,824635,2018-08-27 12:58:01:509,0.19
0.623,9.881,-0.56,0.529,9.79,0.195,0.094,0.091,-0.755,0.413,1.102,-0.102,28,13,-25.1,26.9,143.9,-86.3,-63.7,3,999.9,57.35,,,,NaN,,,,,0 / 0,824735,2018-08-27 12:58:01:609,0.19
-0.357,10.288,-0.024,0.493,9.794,-0.033,-0.85,0.494,0.009,-0.094,1.719,0.149,26,10.1,-24.4,27.2,110.1,-87.2,-92.4,3,999.9,56.78,,,,NaN,,,,,0 / 0,824835,2018-08-27 12:58:01:709,0.19
-0.464,9.395,1.839,0.509,9.792,0.189,-0.974,-0.396,1.65,0.108,1.702,0.047,23,4.5,-24.4,28.3,117,-86.8,-75.5,3,999.9,56.78,,,,NaN,,,,,0 / 0,824935,2018-08-27 12:58:01:809,0.19
-0.694,10.03,0.785,0.357,9.797,0.246,-1.051,0.233,0.539,0.002,2.111,-0.069,23,-0.6,-23.8,28.6,123,-87.4,-58.8,3,999.9,56.78,,,,NaN,,,,,0 / 0,825036,2018-08-27 12:58:01:910,0.19
-1.834,9.919,1.681,-0.001,9.791,0.554,-1.833,0.129,1.127,-0.252,1.966,-0.04,22,-7,-24.5,27.5,153.7,-87.4,-17.1,3,999.9,56.78,,,,NaN,,,,,0 / 0,825135,2018-08-27 12:58:02:009,0.19
0.125,10.214,0.611,-0.275,9.765,0.858,0.399,0.449,-0.248,-0.192,1.614,-0.023,22,-13.4,-25.5,24.8,170.2,-84.8,16.9,3,999.9,58.11,,,,NaN,,,,,0 / 0,825235,2018-08-27 12:58:02:109,0.19
0.127,10.271,2.421,-0.066,9.761,0.941,0.193,0.51,1.479,0.018,1.088,0.7,27,-18.3,-25,21.2,156.1,-84.4,13.5,3,999.9,58.11,,,,NaN,,,,,0 / 0,825335,2018-08-27 12:58:02:209,0.19
0.072,9.271,0.464,0.321,9.774,0.73,-0.249,-0.503,-0.266,0.49,1.318,0.193,27,-21.2,-24.4,18.5,120,-84.8,-15.8,3,999.9,58.11,,,,NaN,,,,,0 / 0,825435,2018-08-27 12:58:02:309,0.19
