ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (Â°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,OUT
-0.7303,10.1589,0.905,-1.9958,9.3251,2.2869,1.8211,0.3215,-1.9733,-0.1867,0.1624,0.2932,82,-23.64,-30.3,-10.02,124.78,-71.97,41.11,3.1,998.07,58.162,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,570038,2018-06-30 20:04:44:557,0.19
1.5491,7.9251,0.0575,0.078,9.7582,0.9698,1.4974,-1.7111,-0.5556,-0.409,0.4373,0.6866,37,-21.48,-24.96,-24.18,39.57,-84.31,-4.6,3.1,998.04,57.597,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,570538,2018-06-30 20:04:45:057,0.19
-0.5555,9.4646,2.909,-0.0248,9.7145,1.3407,0.0679,-0.0441,0.5149,0.0143,0.8496,-0.2407,36,-13.62,-22.62,-33.24,26.51,-82.14,1.06,3.1,998.04,54.447,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,571038,2018-06-30 20:04:45:557,0.19
1.0367,10.2188,1.19,0.5719,9.7105,1.2443,0.8455,0.1132,0.0989,0.1927,-1.8418,-0.248,36,-18.78,-23.34,-30.3,8.51,-81.97,-24.69,3.1,998.06,63.822,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,571538,2018-06-30 20:04:46:057,0.19
1.3647,9.9626,4.0703,1.1687,9.647,1.3189,0.196,0.3156,2.7513,-0.6717,-1.6903,-0.4703,32,-29.7,-26.94,7.56,72.35,-79.65,-41.54,3.1,998.07,55.664,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,572039,2018-06-30 20:04:46:558,0.19
-1.5563,10.3481,0.3663,0.099,9.6991,1.4449,-1.6552,0.649,-1.0786,0.4083,-1.0227,-0.1716,39,-4.26,-32.16,25.14,168.93,-81.51,-3.92,3.1,998.06,56.488,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,572538,2018-06-30 20:04:47:057,0.19
-0.8476,10.0919,1.652,-0.4167,9.5955,1.9806,-0.7517,0.6688,-0.1274,0.1047,-0.7655,0.0984,36,8.64,-32.58,24.42,206.17,-78.09,11.88,3.1,998.06,61.431,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,573038,2018-06-30 20:04:47:557,0.19
-0.5579,9.807,4.9442,0.1367,9.6066,1.966,-0.6946,0.2004,2.9782,0.1951,-0.0441,0.1808,33,20.64,-31.68,19.8,215.52,-78.41,-3.98,3.1,998.06,57.809,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,573538,2018-06-30 20:04:48:057,0.19
-2.3823,9.5292,4.5922,-0.6035,9.5808,2.0037,-0.1675,0.8559,-0.0859,-0.4127,2.6847,0.1589,29,6.42,-29.4,25.8,204.68,-77.68,16.76,3.1,998.05,53.745,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,574038,2018-06-30 20:04:48:557,0.19
-1.1445,10.1469,2.775,-1.6723,9.3668,2.3742,0.7338,0.5216,0.0416,0.0339,1.6627,0.548,29,-20.76,-32.16,8.04,155.27,-72.77,35.16,3.1,998.07,53.495,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,574538,2018-06-30 20:04:49:057,0.19
-1.5012,9.7758,1.2738,-0.8479,9.5627,2.0017,0.3523,-0.2872,-0.7615,-0.6179,0.6566,0.8797,44,-25.68,-28.32,-6.84,112.81,-77.32,25.98,3.1,998.06,52.554,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,575038,2018-06-30 20:04:49:557,0.19
0.6417,9.7974,2.3488,-0.5544,9.5373,2.2143,0.9662,-0.2307,-0.2151,-0.0828,1.2424,0.0147,93,-20.88,-21.9,-27.66,57,-76.45,12.16,3.1,998.06,58.946,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,575538,2018-06-30 20:04:50:057,0.19
0.1604,9.3449,1.4509,-0.6823,9.3975,2.7186,0.8428,-0.0527,-1.2677,0.335,1.0115,0.347,28,-1.44,-18.24,-39.48,18.72,-73.39,14.09,3.1,998.06,64.13,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,576039,2018-06-30 20:04:50:558,0.19
-1.0702,9.127,2.4206,-0.7314,9.6086,1.8193,-0.3388,-0.4816,0.6013,-0.0626,1.4238,0.1424,29,14.22,-20.94,-37.5,1.35,-78.47,21.9,3.1,998.07,62.369,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,576538,2018-06-30 20:04:51:057,0.19
-1.3599,10.6641,5.5068,-1.377,9.3662,2.5589,1.4034,0.8167,0.2256,-0.497,2.0017,0.3067,42,38.28,-22.44,-11.28,305.2,-72.76,28.29,3.1,998.07,52.456,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,577038,2018-06-30 20:04:51:557,0.19
-0.8452,9.2036,1.0128,-0.986,9.6604,1.3692,-0.1082,0.058,0.2565,0.0534,0.6529,0.1265,41,32.52,-26.64,11.28,279.5,-80.09,35.76,3.1,998.07,61.713,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,577539,2018-06-30 20:04:52:058,0.19
0.8117,8.2626,0.0215,0.0481,9.7331,1.1978,-0.0457,-0.7115,-1.284,0.2324,0.6829,-0.0122,32,29.28,-28.44,13.86,246.39,-82.61,7.91,3.1,998.07,58.375,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,578038,2018-06-30 20:04:52:557,0.19
-0.8548,9.5963,3.4932,-0.5037,9.5263,2.2729,-0.351,0.07,1.2203,-0.2019,1.0127,0.052,32,20.64,-30.78,20.34,228.57,-76.27,12.5,3.1,998.07,62.318,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,578538,2018-06-30 20:04:53:057,0.19
-1.7526,9.5292,3.5507,-1.4495,9.2373,2.9566,-0.3031,0.2919,0.5941,0.2318,-0.1528,0.1692,24,11.7,-32.82,23.34,219.28,-70.38,26.12,3.1,998.07,57.302,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,579039,2018-06-30 20:04:53:558,0.19
0.5267,10.7072,1.6999,-0.2747,9.5752,2.1,0.8014,1.132,-0.4,-0.5257,-0.0685,0.3464,36,11.1,-31.74,25.56,204.95,-77.53,7.45,3.1,998.07,53.785,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,579538,2018-06-30 20:04:54:057,0.19
0.9649,10.3528,3.4238,-0.2456,9.4557,2.5884,1.5744,0.2627,0.1698,-0.5232,0.2424,-0.1392,37,6.24,-34.32,23.1,194.93,-74.63,5.42,3.1,998.07,58.529,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,580039,2018-06-30 20:04:54:558,0.19
-0.4765,9.364,2.6768,-0.9577,9.1514,3.3919,0.0024,0.6819,-0.8132,0.0754,0.2027,0.0587,38,4.92,-36.48,20.7,199.01,-68.94,15.77,3.1,998.08,55.939,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,580538,2018-06-30 20:04:55:057,0.19
-1.5323,9.9482,1.6353,-0.9515,9.4226,2.5453,-0.315,0.3077,-1.0417,0.1121,-0.1546,0.1191,38,5.52,-35.16,21.84,204.9,-73.31,19.49,3.1,998.08,55.62,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,581038,2018-06-30 20:04:55:557,0.19
0.0168,7.6186,2.9474,-0.571,9.4403,2.5933,0.5877,-1.8217,0.3541,0.0424,-0.6659,-0.284,34,7.5,-34.5,22.86,206.08,-75.37,15.14,3.1,998.09,51.565,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,581538,2018-06-30 20:04:56:057,0.19
-0.419,10.0057,2.6337,-0.6397,9.2903,3.0743,0.2207,0.7154,-0.4406,0.6136,0.0146,-0.24,33,9.84,-34.62,20.58,206.07,-71.32,11.75,3.1,998.08,60.269,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,582038,2018-06-30 20:04:56:557,0.19
-1.403,10.2355,3.6537,-1.0472,9.3051,2.9137,-0.7126,0.8203,1.1638,-0.1329,1.1245,0.3232,23,1.08,-34.62,22.74,195.58,-71.6,19.77,3.1,998.07,61.993,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,582538,2018-06-30 20:04:57:057,0.19
-0.4597,9.352,2.9641,-0.9792,9.4213,2.5399,0.8787,-0.1267,-0.8088,-0.2612,1.4636,0.2523,27,-17.82,-32.64,14.22,157.17,-73.88,21.08,3.1,998.1,53.559,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,583038,2018-06-30 20:04:57:557,0.19
-0.3831,9.704,0.6441,-0.6903,9.6291,1.7243,0.7429,-0.3394,-0.5822,-0.1512,1.2223,0.6182,94,-26.94,-28.32,-5.76,109.54,-79.08,21.82,3.1,998.08,56.173,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,583538,2018-06-30 20:04:58:057,0.19
-0.4262,10.2379,1.439,-0.7537,9.7285,0.9792,0.2581,0.5023,0.4957,0.2245,1.0763,0.3146,85,-19.8,-26.76,-23.4,85.73,-81.45,37.04,3.1,998.07,61.735,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,584038,2018-06-30 20:04:58:557,0.19
-0.0934,10.4558,1.8747,0.1058,9.803,0.2469,0.069,0.2051,1.8577,0.3094,-2.3953,0.1625,48,-27.36,-27.42,-12.84,62.15,-87.54,-4.13,3.1,998.06,57.281,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,584538,2018-06-30 20:04:59:057,0.19
-0.4477,11.0352,1.5706,0.8225,9.7554,0.5705,-1.2702,1.2798,1.0001,0.0888,-1.7789,-0.4514,29,-19.14,-29.52,20.76,88.85,-84.14,-55.25,3.1,998.05,58.013,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,585038,2018-06-30 20:04:59:557,0.19
-0.1389,10.384,1.5036,-0.5199,9.7691,0.6818,0.381,0.6149,0.8218,-0.4304,-0.9249,0.267,36,-3.6,-31.44,27,206.45,-84.98,37.33,3.1,998.08,58.61,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,585538,2018-06-30 20:05:00:057,0.19
-1.2833,10.5923,1.3647,-1.0096,9.7216,0.8013,-0.5012,0.4541,0.6018,0.0192,-0.6189,0.187,36,9.12,-30.6,27.06,242.83,-82.45,51.56,3.1,998.09,64.534,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,586039,2018-06-30 20:05:00:558,0.19
-1.19,9.4191,0.5962,0.164,9.8023,0.2412,-1.6317,0.1004,1.2241,0.3497,0.7812,-0.3268,27,12.78,-27,27.96,170.93,-88.3,-34.21,3.1,998.1,56.85,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,586539,2018-06-30 20:05:01:058,0.19
-1.0463,8.2818,2.6098,-0.3757,9.6192,1.8707,-1.2022,-1.4547,1.3927,-0.3491,2.7708,0.1796,27,-10.5,-32.46,21.54,169.42,-78.78,11.35,3.1,998.1,57.472,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,587038,2018-06-30 20:05:01:557,0.19
-1.8125,10.2499,3.6321,-0.9925,9.4748,2.3267,-0.8199,0.7751,1.3054,0.2629,1.1801,0.0251,98,-26.16,-29.7,-1.14,120.15,-74.8,17.68,3.1,998.09,59.443,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,587539,2018-06-30 20:05:02:058,0.19
0.7877,9.8022,-0.9769,0.4529,9.746,0.9906,0.3348,0.0562,-1.9675,0.0381,1.7012,0.1338,67,-27.36,-24.84,-16.74,43.14,-83.56,-18.3,3.1,998.08,61.089,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,588038,2018-06-30 20:05:02:557,0.19
0.4956,8.6338,4.4486,-0.069,9.5586,2.1905,0.5646,-0.9248,2.258,-0.0859,0.6694,0.3158,32,-10.5,-19.98,-34.92,20.73,-77.09,1.8,3.1,998.08,61.855,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,588538,2018-06-30 20:05:03:057,0.19
1.4725,8.4757,5.6002,1.3851,8.9411,3.7827,0.0874,-0.4654,1.8175,-0.9264,-2.5266,-0.7025,92,-26.94,-15,-25.56,33.75,-65.75,-20.11,3.1,998.08,59.352,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,589038,2018-06-30 20:05:03:557,0.19
1.4126,8.538,6.0671,1.9504,7.9794,5.3568,-1.3183,1.8778,-0.257,-0.2807,-1.3287,-1.1679,47,-24.78,-31.2,5.46,120.57,-54.46,-20.01,3.1,998.08,50.547,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,589538,2018-06-30 20:05:04:057,0.19
1.1397,7.4486,5.6337,1.3183,8.4871,4.7331,-0.5856,-0.5501,1.516,-0.5342,-0.8693,-0.3298,93,-11.64,-36.78,13.26,150.49,-59.93,-15.56,3.1,998.08,53.841,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,590038,2018-06-30 20:05:04:557,0.19
-0.2562,8.5571,4.7,0.1972,8.5483,4.8019,-0.4366,-0.0773,-0.0708,0.0198,-0.6555,-0.1344,56,4.02,-38.7,14.76,185.97,-60.65,-2.35,3.1,998.08,51.452,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,590538,2018-06-30 20:05:05:057,0.19
-0.0814,7.5707,4.87,0.2658,8.6013,4.7028,-0.3472,-1.0306,0.1671,-0.2673,0.4452,0.347,48,6.72,-38.64,16.14,190.42,-61.29,-3.24,3.1,998.08,60.138,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,591038,2018-06-30 20:05:05:557,0.19
-0.85,8.4709,4.5156,-0.389,8.5169,4.8458,-0.461,-0.0459,-0.3302,-0.1732,2.2687,1.0385,51,-18.6,-34.32,8.16,143.91,-60.28,4.59,3.1,998.07,61.318,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,591538,2018-06-30 20:05:06:057,0.19
0.0503,8.0184,5.0567,-0.6045,8.0915,5.5075,0.6547,-0.0731,-0.4508,-0.0413,0.9755,0.5785,200,-28.26,-20.82,-16.56,90.85,-55.6,6.26,3.1,998.1,54.865,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,592038,2018-06-30 20:05:06:557,0.19
0.2658,7.9107,6.3616,-0.009,7.9689,5.7155,0.3705,-0.0486,0.2989,-0.0578,0.8111,0.8632,279,-23.16,-11.28,-28.56,53.38,-54.35,0.09,3.1,998.08,56.63,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,592538,2018-06-30 20:05:07:057,0.19
-0.8164,7.3863,6.4933,-0.2523,8.155,5.4408,-1.486,-0.3401,1.6199,-0.1683,1.4336,0.8925,247,-3.84,-5.28,-40.8,10.72,-56.26,2.65,3.1,998.09,56.689,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,593038,2018-06-30 20:05:07:557,0.19
0.0311,7.5132,6.8979,0.071,8.482,4.9215,0.9226,-0.4109,0.5063,-0.026,0.7989,0.9963,200,13.62,-7.98,-40.26,334.39,-59.87,-0.83,3.1,998.08,55.648,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,593539,2018-06-30 20:05:08:058,0.19
1.2378,6.6776,5.6625,0.0499,8.0545,5.594,1.1879,-1.3769,0.0685,0.0687,2.6382,1.5425,99,35.7,-25.74,-15.3,265.61,-55.22,-0.51,3.1,998.07,57.589,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,594038,2018-06-30 20:05:08:557,0.19
2.0854,8.2459,6.1485,-0.2517,8.0204,5.6375,2.3372,0.2255,0.511,0.0406,0.6309,0.6982,64,16.26,-37.92,9.24,211.11,-54.6,6.03,3.1,998.09,52.936,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,594538,2018-06-30 20:05:09:057,0.19
-1.2043,7.8413,6.6776,0.2279,8.301,5.2165,-1.5328,0.0478,1.5737,-0.3223,0.3554,0.2108,69,14.1,-37.92,11.22,204.2,-57.83,-2.5,3.1,998.1,51.496,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,595038,2018-06-30 20:05:09:557,0.19
0.8428,8.6529,5.5763,0.4256,7.9866,5.6748,0.1322,0.3479,0.4091,0.2965,0.2999,0.1766,62,8.82,-39.6,10.68,194,-54.53,-4.29,3.1,998.08,57.645,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,595538,2018-06-30 20:05:10:057,0.19
-0.6105,8.0855,6.783,0.5461,8.0513,5.5721,-1.0585,0.3861,1.9891,-0.5251,0.1233,-0.0892,67,6.72,-37.8,12.24,190.25,-55.19,-5.6,3.1,998.07,61.948,23.024704,72.53761,,NaN,,,235.1613,,0 / 0,596038,2018-06-30 20:05:10:557,0.19
3.0424,-0.4124,11.5409,2.6615,1.2697,9.3528,0.0053,-0.4485,0.4001,-0.9635,-0.7114,-0.157,1157,-41.83,11.19,-11.88,67.77,-14.77,-8.63,2,62.814,19.300049,72.86193,-135.48,NaN,0,14.680644,,Dec-22,23,2018-06-13 18:54:18:481,,,2.5
2.4172,0.583,10.9357,3.0373,0.7702,9.2926,-0.3442,-0.4148,1.713,0.2022,-0.3982,0.3391,1157,-43.64,10.82,-13.56,69.74,-7.44,-15.88,2,62.814,19.300049,72.86193,-135.48,NaN,0,14.680644,,Dec-22,123,2018-06-13 18:54:18:581,,,2.5
3.0836,1.0285,10.0565,2.995,1.0492,9.279,-0.3098,-0.6936,1.7033,0.6361,0.0849,0.329,1199,-42.58,11.94,-10.25,69.22,-6.14,-17.89,2,57.862,19.300049,72.86193,-135.48,NaN,0,14.680644,,Dec-22,223,2018-06-13 18:54:18:681,,,2.5
3.6069,1.5794,8.3017,3.729,1.1933,8.9912,-0.6604,0.0663,1.2249,0.5882,-0.7999,0.3377,1199,-41.45,14.13,-6.5,64.75,-6.99,-22.53,2,57.862,19.300049,72.86193,-135.48,NaN,0,14.680644,,Dec-22,323,2018-06-13 18:54:18:781,,,2.5
4.5835,0.2922,10.3707,3.5398,1.201,9.0663,-0.2677,0.7369,0.1473,-0.6014,0.5262,1.2533,1266,-40.7,18.88,-6.13,59.32,-7.03,-21.33,2,57.862,19.300049,72.86193,-135.48,NaN,0,14.680644,,13 / 23,423,2018-06-13 18:54:18:881,,,2.5
3.9126,-0.7152,9.7908,3.422,0.2317,9.1873,0.7857,-0.1621,0.6258,0.2239,-0.0944,0.8116,1266,-37.76,22.57,-9.44,59.32,-7.03,-21.33,2,63.747,19.300049,72.86193,-135.48,NaN,0,14.680644,,13 / 23,523,2018-06-13 18:54:18:981,,,2.5
4.1535,-0.9146,9.0054,3.1785,-0.0172,9.2772,0.2334,0.0928,-0.3725,-0.2434,0.4584,0.5795,1220,-37.08,24.07,-9.44,53.24,0.1,-18.91,2,63.747,19.300049,72.86193,-135.48,NaN,0,14.680644,,13 / 23,622,2018-06-13 18:54:19:080,,,2.5
3.6295,-1.5447,10.2431,3.2576,-0.6797,9.2248,0.0123,-0.6469,0.2231,-0.4791,-0.1926,-0.0463,1220,-35.95,26.63,-7.31,50.95,3.97,-19.45,2,63.747,19.300049,72.86193,-135.48,NaN,0,14.680644,,13 / 23,723,2018-06-13 18:54:19:181,,,2.5
3.4771,-1.6362,9.8013,3.8501,-1.1112,8.9505,0.006,-0.4363,1.0838,-0.5402,-0.5907,-0.3664,1202,-37.76,24.76,-5.25,55.52,6.51,-23.28,2,60.927,19.300049,72.86193,-135.48,NaN,0,14.680644,,13 / 23,824,2018-06-13 18:54:19:282,,,2.5
6.0108,-0.3082,7.1964,4.4001,-1.0132,8.7053,0.006,-0.4363,1.0838,-0.5402,-0.5907,-0.3664,1202,-36.7,24.07,-0.69,55.9,5.93,-26.81,2,60.927,19.300049,72.86193,-135.48,NaN,0,14.680644,,13 / 23,923,2018-06-13 18:54:19:381,,,2.5
4.5635,-0.2487,8.2833,5.1009,-0.5216,8.3594,0.7738,0.0838,-0.9196,0.4685,-1.086,-0.2723,1350,-36.7,24.07,-0.69,55.9,5.93,-26.81,2,60.927,19.300049,72.86193,-135.48,NaN,0,14.680644,,13 / 23,1026,2018-06-13 18:54:19:484,,,2.5
6.5699,-0.3575,6.5347,5.3824,-0.4533,8.185,-0.5935,0.0585,-0.0806,-0.2598,-0.5445,-0.629,1423,-39.26,20.38,1.37,60.75,3.05,-31.39,2,60.927,19.300049,72.86193,-135.48,NaN,0,14.680644,,13 / 23,1122,2018-06-13 18:54:19:580,,,2.5
6.5699,-0.3575,6.5347,5.3824,-0.4533,8.185,-0.5935,0.0585,-0.0806,-0.2598,-0.5445,-0.629,1423,-39.26,20.38,1.37,60.75,3.05,-31.39,2,60.927,19.300049,72.86193,-135.48,NaN,0,14.680644,,13 / 23,1223,2018-06-13 18:54:19:681,,,2.5
5.9876,0.4503,8.2287,5.5754,-0.3267,8.0609,0.8792,-0.0518,-1.5677,-0.3333,-0.3077,-0.8834,1456,-42.95,14.88,4.31,69.22,1.91,-34.67,2,60.927,19.300049,72.86193,-135.48,NaN,0,14.680644,,13 / 23,1323,2018-06-13 18:54:19:781,,,2.5
6.0076,1.9105,4.3965,6.0182,0.0461,7.7427,-0.0253,1.8761,-2.9167,-1.4446,-0.4742,-1.3603,1456,-45.51,3.13,8,85.7,-0.27,-37.86,2,62.998,19.300058,72.86192,-129.03,NaN,1.58,14.680644,351.7,13 / 23,1422,2018-06-13 18:54:19:880,,,2.5
4.7157,4.4331,6.3715,5.6404,0.4012,8.0122,-2.2454,4.4822,-1.0138,-0.594,0.5189,-1.8497,1242,-45.14,-2.43,7.19,92.73,-0.27,-37.86,2,62.998,19.300058,72.86192,-129.03,NaN,1.58,14.680644,351.7,13 / 23,1523,2018-06-13 18:54:19:981,,,2.5
4.8306,4.1133,6.9433,5.8192,0.7275,7.8599,-2.4044,4.161,-0.8383,0.1421,-0.4576,-0.5477,1242,-41.83,-9.37,7.62,101.16,-4.25,-36.51,2,62.998,19.300058,72.86192,-129.03,NaN,1.58,14.680644,351.7,13 / 23,1623,2018-06-13 18:54:20:081,,,2.5
-0.0956,3.4814,8.885,5.0178,2.3111,8.1025,-1.1817,1.4628,-0.2615,0.4807,1.6233,-1.4837,978,-39.64,-14.93,4.31,106.09,-13.63,-31.77,2,62.979,19.300058,72.86192,-129.03,NaN,1.58,14.680644,351.7,13 / 23,1723,2018-06-13 18:54:20:181,,,2.5
1.5077,3.4087,10.8995,2.3543,3.273,8.9395,-1.3635,-3.2447,2.0453,0.2201,1.9197,-1.5279,1001,-39.26,-20.43,1.81,112.95,-19.5,-14.75,2,62.979,19.300058,72.86192,-129.03,NaN,1.58,14.680644,351.7,13 / 23,1823,2018-06-13 18:54:20:281,,,2.5
0.8075,2.8387,13.1838,0.074,4.0618,8.9256,0.916,-1.6283,4.1571,0.9984,2.1525,1.3589,1001,-39.64,-21.49,-7.75,110.66,-19.5,-14.75,2,62.979,19.300058,72.86192,-129.03,NaN,1.58,14.680644,351.7,13 / 23,1923,2018-06-13 18:54:20:381,,,2.5
0.6104,4.2153,10.8682,-0.2056,4.3813,8.7711,1.1346,-2.0543,2.7565,-0.5029,0.5261,1.0021,835,-42.58,-18.56,-10.69,106.35,-24.47,-0.48,2,53.782,19.300058,72.86192,-129.03,NaN,1.58,14.680644,351.7,13 / 23,2023,2018-06-13 18:54:20:481,,,2.5
0.776,1.5049,8.4761,0.0414,3.9156,8.9909,0.887,-1.5989,2.5104,-0.8224,0.3285,1.627,730,-48.08,-7.93,-18.13,90.07,-23.53,-0.26,2,53.782,19.300058,72.86192,-129.03,NaN,1.58,14.680644,351.7,13 / 23,2123,2018-06-13 18:54:20:581,,,2.5
-1.145,2.3875,9.6146,-0.0244,4.0561,8.9285,-0.4699,-1.9713,-1.0296,0.1545,0.9172,1.3715,730,-46.26,-0.93,-31.81,75.09,-24.43,0.16,2,53.782,19.300058,72.86192,-129.03,NaN,1.58,14.680644,351.7,13 / 23,2223,2018-06-13 18:54:20:681,,,2.5
-0.9362,5.3444,10.2793,0.2175,3.2468,9.251,-0.4405,1.3068,0.519,-1.145,0.105,0.4444,730,-47.7,3.44,-33.5,70.72,-23.19,-1.18,2,59.596,19.300055,72.86193,-125.81,NaN,3.2,14.680644,91.5,Nov-23,2323,2018-06-13 18:54:20:781,,,2.5
-2.7207,4.1276,9.8361,0.1346,3.3658,9.21,-1.4661,1.367,0.4993,0.2168,0.6761,1.6313,558,-47.33,8.63,-34.31,66.36,-20.07,-0.84,2,59.596,19.300055,72.86193,-125.81,NaN,3.2,14.680644,91.5,Nov-23,2423,2018-06-13 18:54:20:881,,,2.5
-0.6015,1.1977,9.6974,0.1359,4.3917,8.7672,-1.1168,-1.0442,-1.1566,0.5893,0.5585,1.6161,558,-43.33,12.32,-36,57.39,-26.6,-0.89,2,59.596,19.300055,72.86193,-125.81,NaN,3.2,14.680644,91.5,Nov-23,2523,2018-06-13 18:54:20:981,,,2.5
-0.6015,1.1977,9.6974,0.1359,4.3917,8.7672,-1.1168,-1.0442,-1.1566,0.5893,0.5585,1.6161,522,-43.33,12.32,-36,57.39,-26.6,-0.89,2,59.596,19.300055,72.86193,-125.81,NaN,3.2,14.680644,91.5,Nov-23,2622,2018-06-13 18:54:21:080,,,2.5
1.8178,4.0056,9.6275,0.787,4.5927,8.6289,-0.8866,-2.7924,1.474,0.8866,-0.4954,1.5171,522,-41.08,19.26,-41.81,44.16,-27.93,-5.21,2,60.072,19.300055,72.86193,-125.81,NaN,3.2,14.680644,91.5,Nov-23,2723,2018-06-13 18:54:21:181,,,2.5
2.7717,4.2172,8.2536,1.5218,5.1288,8.2189,0.3921,-1.2802,1.8888,0.1398,1.2539,0.6507,418,-32.26,25.51,-43.06,26.54,-31.53,-10.49,2,60.072,19.300055,72.86193,-125.81,NaN,3.2,14.680644,91.5,Nov-23,2823,2018-06-13 18:54:21:281,,,2.5
1.7082,4.1093,7.1425,-0.0058,5.324,8.2356,0.6979,-0.7246,-1.3056,0.2272,1.4766,0.6283,418,-27.51,24.44,-45.5,22.27,-31.53,-10.49,2,60.072,19.300055,72.86193,-125.81,NaN,3.2,14.680644,91.5,Nov-23,2923,2018-06-13 18:54:21:381,,,2.5
-0.6832,6.0701,7.5083,-0.0854,5.3601,8.2117,-0.5823,0.8697,-0.4219,0.0334,0.9554,1.2523,247,-16.83,27.38,-51.75,18.51,-32.88,0.04,2,63.941,19.300055,72.86193,-125.81,NaN,3.2,14.680644,91.5,Nov-23,3023,2018-06-13 18:54:21:481,,,2.5
-2.8297,6.6008,10.0302,0.2113,5.4064,8.1791,-1.0711,1.3825,-0.7264,-0.2325,1.0424,1.6324,247,-13.51,27.01,-50.5,14,-33.46,-1.48,2,63.941,19.300055,72.86193,-125.81,NaN,3.2,14.680644,91.5,Nov-23,3123,2018-06-13 18:54:21:581,,,2.5
-2.6329,4.8122,7.1957,1.3521,5.1934,8.208,-3.5119,1.0985,0.764,0.0206,-0.98,2.3848,221,-4.33,29.57,-50.94,355.27,-31.98,-9.35,2,63.941,19.300055,72.86193,-125.81,NaN,3.2,14.680644,91.5,Nov-23,3223,2018-06-13 18:54:21:681,,,2.5
